site_code,year_qtr,ammonia,bluegreen_cyano,canopy,conductivity,d_oxygen,depth_mx,diatoms,doc,flood_duration,flood_total_days,gravel,green_algae,lf_days,lf_drought_duration,lf_min,nitrate,ph,phosphate,q_med_yr,q_q25_yr,rain,sand,silt,temperature,turbidity,width,wk4_75q_30mu,wk4_iqr,wk4_max,wk4_max_30mu,wk4_max_to_annual_med,wk4_max_to_wk4_med,wk4_max_to_wk4_med_30mu,wk4_med,wk4_med_30mu,wk4_min,wk4_min_to_annual_med,wk4_min_to_wk4_med,wk4_min_to_wk4_med_30mu
WM,2018 Q3,0.13666666666666666,0.3383333333333333,0.6261261261666666,409.71250000000003,67.60833333333333,0.49916666666666665,0.55,NA,5,6,0,0.008333333333333333,4,1,3.1148534999999997,0.09166666666666667,8.272499999999999,0.17333333333333334,540.851835,132.2396895,96072.59883817077,0.85,0.15,26.9,38.733333333333334,7.555000000000001,1955.8608148185483,505.38498037500005,1333.723635,17979.829579838708,2.4659685863874343,17.706766917293237,1.813495957174618,75.32282099999999,735.4434013064516,3.1148534999999997,0.00575916230366492,0.04135338345864662,0.00423534087662861
AR,2018 Q4,0.17,0.19333333333333333,0.38513513525,262.8,83.3,0.705,0.06,NA,NA,NA,0.3333333333333333,0.05,NA,NA,NA,0.9525,8.2775,0.3175,NA,NA,162413.37440951072,0.4,0.26666666666666666,14.975,33.175000000000004,7.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2018 Q4,0.2075,0.0525,0.03378378375,127.325,89.325,0.58,0.0825,NA,NA,NA,0.125,0.01,NA,NA,NA,0.7025,7.984999999999999,0.39,NA,NA,119054.38370460038,0.5,0.375,10.35,99.7,4.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2018 Q4,0.13,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,1,818.356965,0,NA,0.0075,12.1762455,0.2831685,217041.6074138677,NA,NA,NA,21.5,NA,662.3402559677419,2123.05582875,34546.557,21858.278910725807,2837.2093023255816,14.681107099879666,128.26208603937397,2353.1302349999996,269.3434830725806,818.356965,67.20930232558139,0.34777376654632974,3.038339579129432
MR,2018 Q4,0.1925,0.1025,0.445945946,871.375,73.4,0.85375,0.096875,NA,NA,NA,0.05,0.0125,NA,NA,NA,0.06125,8.693750000000001,0.037500000000000006,NA,NA,222805.32250728933,0.8500000000000001,0.0625,23.5625,5.05,9.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2018 Q4,0.1325,0.43,0,515.25,62.8,0.6224999999999999,0.171875,NA,NA,NA,0.3333333333333333,0.111875,NA,NA,NA,0.0075,8.955,0.03,NA,NA,225502.8783197216,0.13333333333333333,0.03333333333333333,20.175,0,4.1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL,2018 Q4,0.22625,0.40416666662500006,0.6216216215,1264.125,64.07,0.32625,1.93,NA,5,6,0.08541666666666667,0.058333333375,0,1,12.7425825,2.08875,8.907499999999999,0.0775,31.714872000000003,18.4059525,201587.48109101088,0.5145833333333334,0.25625,25.4625,45.55416666666667,3.2175000000000002,1380.597156217742,83.747083875,83251.53899999999,18371.41507746774,2624.9999999999995,3674.999999999999,381.3389121338912,22.65348,218.31377903225803,12.7425825,0.40178571428571425,0.5624999999999999,0.05836820083682008
SF,2018 Q4,0.26,0.3825,0.777027027,509,66.625,0.2875,0.505,NA,NA,NA,0.375,0.5775,NA,NA,NA,4.705,8.0975,0.7575000000000001,NA,NA,112459.9623919675,0.17500000000000002,0.425,17.625,16.475,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TR,2018 Q4,0.085,0.3125,0.93918918925,3083.5,120.3425,0.3625,0.2375,NA,NA,NA,0.475,0,NA,NA,NA,1.475,8.557500000000001,0.08249999999999999,NA,NA,111846.1455955144,0.1625,0.3625,16.225,4.1,4.4025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WM,2018 Q4,0.0925,0.0175,0.84459459475,147.25,92.7,0.7175,0.005,NA,NA,NA,NA,0.0075,NA,NA,NA,0.0875,8.0725,0.125,NA,NA,139410.6643181043,NA,NA,9.625,30.6,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AR,2019 Q1,NA,0.4975,0.2575,1387.75,88.425,0.1925,0.8575,NA,0,0,0.375,0.135,0,1,127.99216199999998,NA,NA,NA,114.1169055,94.8614475,15593.686275539758,0.1375,0.05,21.575,22.75,3.13,326.75589644758065,15.645059624999988,207.845679,5051.214509806452,1.8213399503722083,1.363045496750232,1.1761908454162466,152.48623725,176.7108457016129,127.99216199999998,1.1215880893300243,0.8393686165273908,0.7243028094388875
EM,2019 Q1,NA,0.1175,1,345.175,68.6,0.675,0.085,NA,2,4,0.025,0.19,0,1,36.5287365,NA,NA,NA,41.342600999999995,19.255458,56248.67131153234,0.275,0.7,19.9,6.375,5.4,535.751852328125,116.099085,2197.3875599999997,6872.82985825,53.150684931506845,29.449715370018975,22.28950990365627,74.61489974999999,98.58393340625,36.5287365,0.8835616438356165,0.4895635673624289,0.3705343785530489
GC,2019 Q1,NA,0.21333333333333335,0.2725,329.9,67.8,0.856475,0.5549999999999999,NA,3,3,0.1,0.4016666666666666,0,1,67.6772715,NA,NA,NA,1.132674,0.2831685,75534.87102828559,0.75,0.15,20.85,0.9,8.6225,775.1554998145161,252.72788625,7390.69785,10189.087715080645,6525,43.28358208955223,28.460875529838013,170.7506055,259.6792162016129,67.6772715,59.75000000000001,0.3963515754560531,0.2606187452732293
MR,2019 Q1,NA,0.23,0.18666666666666668,1072.3333333333333,82.66666666666667,0.48,0.8233333333333334,NA,0,0,0,0.02333333333333333,0,1,591.8221649999999,NA,NA,NA,161.6892135,83.251539,29307.517496243305,0.9,0.1,21.3,0.2,7.066666666666666,2001.2865228991936,156.45059625,3992.67585,21286.67132283871,24.69352014010508,5.720081135902637,6.2818872968195345,698.0103525,635.5853999516129,591.8221649999999,3.660245183887916,0.8478701825557808,0.9311449964789238
PD,2019 Q1,NA,1.135,0.5,801.75,68.725,0.515,0.81,NA,1,1,0.125,0.0425,15,2,9.627729,NA,NA,NA,9.3445605,0.2831685,49063.08057735564,0.175,0.425,20.65,2.6025,4.625,19.9161845,10.123273874999995,399.267585,-Inf,42.72727272727273,34.390243902439025,56.07954545454546,11.6099085,7.1196651428571425,9.627729,1.0303030303030305,0.8292682926829269,1.3522727272727275
PL,2019 Q1,NA,0.778,0.165,1501,90.6,0.4425,2.454,NA,4,5,0.0125,0.002,0,1,16.7069415,NA,NA,NA,35.679231,24.918828,91469.66345497458,0.6625,0.1625,21.8,0.475,4.2,426.7806018387096,180.732295125,12176.2455,12225.927870048386,341.26984126984127,207.72946859903385,96.53474309302244,58.615879500000005,126.13329781451613,16.7069415,0.4682539682539682,0.2850241545893719,0.13245464749972843
WM,2019 Q1,NA,0.035,0.29,183.85,82.075,0.795,0.085,NA,4,5,0,0.01,0,1,50.97033,NA,NA,NA,273.540771,69.3762825,62945.77509630083,0.9,0.1,18.7,4.25,8.8,3440.561216274193,517.9859786249999,37378.242,25411.522921064516,136.64596273291926,127.53623188405798,40.6692739262447,293.07939749999997,919.0781735564516,50.97033,0.1863354037267081,0.17391304347826086,0.0554581008085155
SF,2019 Q2,NA,0.62,0.2225,987.75,67.25,0.1975,1.856,NA,0,0,0.3,0.022,0,1,36.245568,NA,NA,NA,40.493095499999995,36.245568,28549.82688619889,0.25,0.3875,22.275,30.2,3.1225,80.22770394642856,3.5396062499999985,48.138645,759.7141170714285,1.188811188811189,1.08974358974359,0.6989720998531571,44.174285999999995,68.87062446428571,36.245568,0.8951048951048952,0.8205128205128206,0.5262848751835536
TR,2019 Q2,NA,0.235,0.27,6379,22.7,0.3,1.4433333333333334,NA,NA,NA,0.175,0,NA,NA,NA,NA,NA,NA,NA,NA,25125.735079341597,0.225,0.575,21.625,0.1,14.3625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AR,2019 Q3,NA,1.15,0.31,669.25,77.19,0.18025,0.7425,NA,0,0,0.675,0.0025,0,1,60.598059,NA,NA,NA,114.1169055,94.8614475,6117.714148759719,0.1375,0.1375,27.775,14.65,4.8525,407.20543746774194,73.12826512499998,555.01026,12599.280970064516,4.863523573200992,6.500829187396351,3.4237737018567045,85.37530275,162.10483178225806,60.598059,0.5310173697270472,0.7097844112769486,0.3738201898965993
EM,2019 Q4,NA,0.1675,0.04,603.75,53.45,0.675,0.13,NA,4,6,0.0375,0.04,10,1,7.6455495000000004,NA,7.455,NA,41.342600999999995,19.255458,114565.73189849914,0.4625,0.5,27.425,31.15,5.05,809.151039078125,60.81043537499999,3454.6557,16303.497179625,83.56164383561645,215.92920353982305,35.83624013218285,15.999020249999996,96.40117621875,7.6455495000000004,0.1849315068493151,0.4778761061946904,0.07930971176794567
MR,2019 Q4,NA,0.1925,0.2625,3117.5,82.175,0.5660000000000001,0.17750000000000002,NA,0,0,0.1075,0.0275,0,1,40.493095499999995,NA,7.7025,NA,161.6892135,83.251539,74090.93021479133,0.52,0.37,29.5,7.575,8.3,2683.286437064516,61.37677237499999,430.41612,36090.92146112903,2.6619964973730297,5.902912621359223,0.5053299873453017,72.91588875,851.7525790645161,40.493095499999995,0.2504378283712784,0.5553398058252427,0.0475409132831435
PD,2019 Q4,NA,0.66,0.055,1237.75,95.325,0.5125,0.175,NA,0.2,0,0.0625,0.225,28,12,0.2831685,NA,7.815,NA,9.3445605,0.2831685,117848.55106911466,0.5625,0.2875,26.175,2.075,4.6875,51.31754851785715,0.8495055,2.265348,-Inf,0.2424242424242424,1.6,0.3870967741935484,1.4158425,5.852149,0.2831685,0.0303030303030303,0.2,0.04838709677419355
PL,2019 Q4,NA,0.45,0.1625,1582.7525,127.025,0.2375,0.915,NA,2,3,0.025,0.5325,4,1,9.627729,NA,8.344999999999999,NA,35.679231,24.918828,88391.74835308874,0.45,0.3,28.125,22.85,2.65,1362.2117562701612,80.27826975,6456.2418,14327.878511080644,180.9523809523809,160.56338028169017,44.816435229218186,40.20992699999999,144.0596907580645,9.627729,0.2698412698412698,0.2394366197183099,0.06683152621900958
SF,2019 Q4,NA,0.1,0.2325,1095,82.7,0.185,0.3025,NA,0,0,0.25,0.02,0,1,17.8396155,NA,NA,NA,40.493095499999995,36.245568,61232.452968338184,0.3625,0.325,29.75,11.95,3.1225,320.5177815852273,8.636639250000002,55.7841945,15515.574392727272,1.3776223776223775,1.2668810289389068,0.8241894076257488,44.03270175,67.68370714772728,17.8396155,0.44055944055944063,0.40514469453376206,0.2635732623371684
TR,2019 Q4,NA,0.1925,0.335,1963,67.775,0.4775,0.155,NA,1,1,0.275,0.135,11,1,2.5485165,NA,7.965,NA,4.8138645,1.132674,63991.56604027234,0.2625,0.4625,25.175,6.925,4.7325,76.00242539999999,15.574267499999998,614.475645,534.9619302,127.6470588235294,39.81651376146789,14.399469143994692,15.43268325,42.67349295,2.5485165,0.5294117647058822,0.16513761467889906,0.059721300597213
WM,2019 Q4,NA,0.2,0.3375,566.5,67.875,0.6825,0.2875,NA,1,1,0,0.465,5,3,2.831685,NA,7.7,NA,273.540771,69.3762825,123515.40097932884,0.825,0.175,27.525,11.9,8.0725,4674.515910979839,1339.457797125,5861.58795,31924.41669,21.428571428571427,12.545454545454543,5.183423062476525,467.228025,1130.83340475,2.831685,0.010351966873706,0.00606060606060606,0.00250406911230749
AR,2020 Q1,0.3589633333333333,0.47333333333333333,0.7792792792792793,1289.4166666666667,105.35000000000001,0.30583333333333335,0.6033333333333333,7.810333333333333,0,0,0.25,0.21583333333333335,0,1,95.4277845,10.714583333333334,7.9175,1.8696833333333334,97.976301,77.021832,24129.917232480344,0.42500000000000004,0.225,19.458333333333332,6.816666666666666,4.803266666666667,NA,19.113873749999986,181.794177,NA,1.8554913294797688,1.635668789808917,NA,111.14363625,NA,95.4277845,0.9739884393063584,0.8585987261146497,NA
EM,2020 Q1,0.12326583333333332,0.35000000000000003,0.03828828828828825,787,76.99166666666666,0.62975,0.215,4.298666666666667,0,0,0.12875,0.013333333333333334,0,1,11.32674,0.5636666666666666,7.296666666666667,0.07255,12.03466125,4.035151125,43456.875617287915,0.54125,0.2975,18.150000000000002,98.74166666666666,5.697066666666666,NA,0.5663370000000008,13.592088,NA,1.1294117647058826,1.0909090909090908,NA,12.459414,NA,11.32674,0.9411764705882352,0.909090909090909,NA
GC,2020 Q1,0.44338916666666667,0.19833333333333333,0.7297297297297298,558.0416666666666,56.291666666666664,0.34258333333333335,0.27666666666666667,10.820833333333333,0,0,0,0.35,28,28,0.2831685,0.15182083333333335,7.571666666666666,1.0810083333333333,0.2831685,0.2831685,34366.786998913594,0.9,0.1,19.291666666666668,37.93333333333333,7.461708333333333,NA,0,0.2831685,NA,1,1,NA,0.2831685,NA,0.2831685,1,1,NA
MR,2020 Q1,0.10507583333333333,0.19,0.6317567567567568,2332.6666666666665,80.125,0.5295,0.5241666666666667,5.098,0,0,0.024999999999999998,0.35583333333333333,0,1,65.9782605,0.1,7.815833333333333,0.119815,73.34064149999999,20.034171375,28642.377156223556,0.5916666666666667,0.35,18.741666666666667,24.766666666666666,7.058591666666667,NA,12.954958875000004,393.604215,NA,5.366795366795368,4.34375,NA,90.61392,NA,65.9782605,0.8996138996138998,0.728125,NA
PD,2020 Q1,0.09252250000000001,0.4625,0.0135135135135135,893.4166666666666,87.9,0.5762499999999999,0.7708333333333334,2.84925,0,0,0.024999999999999998,0.15916666666666668,28,28,0.2831685,0.1,7.880833333333333,0.27583083333333336,0.2831685,0.2831685,30142.428581939133,0.4,0.4916666666666667,16.9,5.991666666666667,5.693291666666666,NA,0,0.2831685,NA,1,1,NA,0.2831685,NA,0.2831685,1,1,NA
PL,2020 Q1,0.12847833333333333,0.46958333333333335,0.5315315315315315,1924.5,116.875,0.23916666666666667,0.777,4.5675,0,0,0.07500000000000001,0.11795833333333333,0,1,17.556447,1.4016583333333332,8.074,0.0764075,17.69803125,14.158425,36894.28649336904,0.6166666666666667,0.2125,18.325000000000003,34.016666666666666,4.3647583333333335,NA,3.0440613750000054,32.281209,NA,1.824,1.4074074074074072,NA,22.9366485,NA,17.556447,0.992,0.7654320987654321,NA
SF,2020 Q1,0.15713333333333335,0.22,0.7297297297297297,1009.5833333333334,76.28333333333333,0.355,0.9099999999999999,7.426,0,0,0.20833333333333334,0.03125,0,1,33.130714499999996,7.039750000000001,7.3225,2.20525,36.245568,29.1663555,22187.63504053523,0.20833333333333331,0.39166666666666666,20.508333333333333,20.216666666666665,3.3077833333333335,NA,2.548516500000005,49.271319,NA,1.359375,1.1262135922330097,NA,43.74953325,NA,33.130714499999996,0.9140625,0.7572815533980581,NA
TR,2020 Q1,0.22008333333333333,0.15166666666666667,0.8626126126126128,6247.583333333333,31.208333333333332,0.37775000000000003,0.6483333333333333,11.03725,2,7,0.23333333333333334,0.08083333333333334,15,4,0.2831685,0.6148591666666666,8.041666666666666,0.6928083333333332,2.5485165,0.566337,27887.048788159995,0.23333333333333334,0.525,18.366666666666667,71.44166666666666,4.51505,NA,5.946538499999999,481.38645,NA,188.88888888888891,566.6666666666667,NA,0.8495054999999999,NA,0.2831685,0.11111111111111112,0.33333333333333337,NA
WM,2020 Q1,0.1123175,0.23,0.9166666666666669,626.0833333333334,75.125,0.48125,0.4533333333333333,13.784083333333333,0,0,0,0.28,0,1,2.831685,0.1228,7.640833333333333,0.20200583333333333,302.99029499999995,61.58914875,39551.34024403332,0.5875,0.4125,18.875,49.44166666666667,8.138608333333334,NA,7.150004624999999,19.538626499999996,NA,0.06448598130841121,1.9714285714285709,NA,9.9108975,NA,2.831685,0.00934579439252336,0.28571428571428564,NA
AR,2020 Q2,NA,0.27249999999999996,0.9054054054054056,700.75,61.025,0.37825,0.245,NA,1,1,0.25,0.01,0,1,63.712912499999995,NA,7.645,NA,97.976301,77.021832,142397.6535710035,0.6,0,27.525,11.3,5.53385,746.6924983306452,30.79457437500001,1027.901655,39378.94620058064,10.491329479768783,12.692307692307692,3.2556053811659194,80.98619099999999,315.7328775,63.712912499999995,0.6502890173410404,0.7867132867132868,0.20179372197309417
EM,2020 Q2,NA,0.015,0.04729729729729725,302,44.65,0.6645,0.0125,NA,2,4,0,0.0375,0,1,60.3148905,NA,7.315,NA,12.03466125,4.035151125,196201.55546878808,0.775,0.225,24.85,123,6.09865,1020.090923875,2076.403818375,20897.8353,14785.0414944375,1736.470588235294,56.12167300380228,119.10830167109378,372.3665775,175.45238246875,60.3148905,5.011764705882353,0.16197718631178706,0.34376786254665276
GC,2020 Q2,NA,0.1725,0.7905405405405405,293.8,27.15,0.4545,0.305,NA,2,5,NA,0.3725,23,16,0.2831685,NA,7.34,NA,0.2831685,0.2831685,145041.84213763653,NA,NA,24.85,60.974999999999994,6.8035,965.6730935080644,0,521.03004,18819.61600616129,1840,1840,1.904666499707822,0.2831685,273.5544727016129,0.2831685,1,1,0.00103514483679772
MR,2020 Q2,NA,0.2425,0.5337837837837838,1496,48.175,0.69275,0.1575,NA,2,2,0.1675,0.01,0,1,14.158425,NA,7.7575,NA,73.34064149999999,20.034171375,146514.7965992686,0.3125,0.4775,29.5,19.7,6.5725750000000005,3178.401992080645,148.734254625,5012.08245,31768.829300951613,68.33976833976834,56.91318327974276,3.7723914844467057,88.0654035,1328.622034766129,14.158425,0.19305019305019308,0.16077170418006428,0.01065647311990594
PD,2020 Q2,NA,0.48,0,631,74.125,0.5505,0.23,NA,0,0,0.075,0.08,28,28,0.2831685,NA,7.6725,NA,0.2831685,0.2831685,123697.02737755052,0.8,0,24.9,18.1,6.502975,124.22669516071429,0,0.2831685,-Inf,1,1,0.00738656348927189,0.2831685,38.33562121428571,0.2831685,1,1,0.00738656348927189
PL,2020 Q2,NA,0.395,0.49324324324324326,485.275,71.625,0.183,0.6875,NA,1,4,0.05,0.14,0,1,7.362381,NA,7.82,NA,17.69803125,14.158425,118189.04156977232,0.675,0.075,25.6,25.5,4.2334499999999995,1187.6543613387096,19.467834375,767.386635,21906.72812762903,43.36,83.38461538461539,5.227590927475809,9.20297625,146.7954638467742,7.362381,0.416,0.8,0.0501540088982919
SF,2020 Q2,NA,0.0925,0.7364864864864865,1062.75,68.075,0.163875,0.19,NA,0,0,0.3,0.015,0,1,4.2475274999999995,NA,7.1175,NA,36.245568,29.1663555,115363.45876910046,0.175,0.425,28.15,36.35,2.9379,165.61495861363636,12.105453374999996,42.7584435,5240.921211886363,1.1796875,1.2689075630252102,0.5264659270998415,33.69705149999999,81.21787431818181,4.2475274999999995,0.1171875,0.12605042016806722,0.05229793977812995
TR,2020 Q2,NA,0.045,0.8851351351351353,7451,10.675,0.45,0.0775,NA,2,6,0,0.0925,5,1,0.2831685,NA,7.57,NA,2.5485165,0.566337,161113.10772529896,0.125,0.875,28.35,79.4,4.44105,34.6031907,14.4415935,3454.6557,984.5202408,1355.5555555555557,903.7037037037036,135.85746102449886,3.8227747500000002,25.428531300000003,0.2831685,0.11111111111111112,0.07407407407407407,0.01113585746102449
WM,2020 Q2,NA,0.005,0.8040540540540541,362.175,76.85,NA,0.015,NA,2,6,0,0.035,0,1,94.2951105,NA,7.715,NA,302.99029499999995,61.58914875,184653.743701198,1,0,25.675,29.5,11.3235,4945.188459108871,5790.795824999999,43607.949,40599.603393870966,143.92523364485984,32.731137088204044,33.58908600958985,1332.3077924999998,1298.2773329274191,94.2951105,0.3112149532710281,0.0707757704569607,0.0726309457220352
AR,2020 Q3,0.1302,0.5058333333333334,0.596846846846847,853.85,65.85,0.29,0.37333333333333335,8.05325,NA,NA,0.1,0.03833333333333334,NA,NA,NA,0.89945,8.4875,0.599825,NA,NA,89725.74790896218,0.4,0.025,28.525,15.8,5.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EM,2020 Q3,NA,0.21166666666666667,0.04391891891891887,660.3375,51.412499999999994,0.6429166666666667,0.18166666666666667,NA,1,1,0.03333333333333333,0.365,26,7,0.2831685,NA,8.285,NA,12.03466125,4.035151125,90529.11685767668,0.5916666666666667,0.375,29.1875,31.075,5.6832666666666665,937.08125796875,0,3.964359,10440.587776625,0.32941176470588235,14,0.02889949683911753,0.2831685,137.17744021875,0.2831685,0.02352941176470588,1,0.00206424977422268
GC,2020 Q3,NA,0.34375,0.7027027027027027,278.625,40.5,0.301875,0.36250000000000004,NA,0,0,0.03333333333333333,0.47,28,28,0.2831685,NA,8.07,NA,0.2831685,0.2831685,80503.98696988077,0.8083333333333333,0.15833333333333333,26.675,5.825,5.7278875000000005,404.2481535362903,0,0.2831685,15082.385546564516,1,1,0.00363338021565869,0.2831685,77.93527877419355,0.2831685,1,1,0.00363338021565869
MR,2020 Q3,0.24845,0.25333333333333335,0.38288288288288286,3141.25,64.57375,0.30583333333333335,0.23583333333333334,18.4825,2,3,0.008333333333333333,0.12000000000000001,0,1,2.5485165,0.1119275,8.4775,0.05061,73.34064149999999,20.034171375,79831.2230550728,0.5166666666666666,0.475,30.125,12.55,6.7061416666666664,2208.7668231895163,34.900517625,515.36667,42795.10925351613,7.027027027027028,34.99999999999999,1.195465621358195,14.724762000000002,431.1012050806452,2.5485165,0.03474903474903475,0.17307692307692304,0.00591164318254052
PD,2020 Q3,3.48505,1.0508333333333333,0.00675675675675675,1170,84.1,0.124125,0.19,15.204,0,0,0.03125,0.13166666666666665,28,28,0.2831685,0.09938125,8.44625,0.06694249999999999,0.2831685,0.2831685,71093.35426016102,0.475,0.225,29.9875,38.4625,3.4162749999999997,7.429802071428571,0,0.2831685,-Inf,1,1,0.05042016806722688,0.2831685,5.61617525,0.2831685,1,1,0.05042016806722688
PL,2020 Q3,NA,0.3575,0.10810810810810802,2213.5,44.25,0.21375,0.52625,NA,1,1,0.13125,0.07250000000000001,0,1,12.7425825,NA,8.5175,NA,17.69803125,14.158425,94734.44611592434,0.5625,0.23125,28.25,52.6,3.9968125,504.9876310282258,3.8227747500000007,218.039745,19688.303888419356,12.32,15.400000000000002,2.6460481099656357,14.158425,82.4020335,12.7425825,0.72,0.9,0.15463917525773194
SF,2020 Q3,0.1537,0.13916666666666666,0.5067567567567568,1130.875,67.2625,0.17833333333333334,0.4116666666666667,4.8345,0,0,0.15833333333333333,0.059166666666666666,0,1,4.530696,10.408,6.69875,2.80725,36.245568,29.1663555,84797.72440674473,0.041666666666666664,0.6041666666666666,28.675,23.837500000000002,2.918966666666667,101.5513033125,18.122784,40.776264,8302.07566725,1.125,1.1034482758620687,0.6682839362936399,36.95348925,61.01637610227272,4.530696,0.125,0.12260536398467432,0.07425377069929333
TR,2020 Q3,NA,0.37916666666666665,0.6328828828828829,5176.125,137.45,0.3516666666666667,0.24166666666666667,NA,NA,2,0.08333333333333334,0.050833333333333335,0,1,1.6990109999999998,NA,9.3,NA,2.5485165,0.566337,90967.75883553461,0.025,0.8458333333333333,31.1125,28.737499999999997,3.9363333333333332,50.20577504999999,9.76931325,588.99048,443.5551384,231.11111111111111,52.65822784810127,13.738441215323649,11.18515575,42.8717109,1.6990109999999998,0.6666666666666666,0.15189873417721517,0.03963011889035667
WM,2020 Q3,0.07950499999999999,0.12916666666666665,0.8265765765765768,354.775,74.625,0.84375,0.20666666666666667,8.279250000000001,0,0,0,0.05583333333333333,0,1,3.964359,0.246375,8.18,0.1542,302.99029499999995,61.58914875,88646.44281232121,0.8833333333333333,0.11666666666666667,29.525,18.725,10.794725,4029.0333152298385,116.9485905,308.653665,27776.272199032257,1.018691588785047,9.86425339366516,0.2922024576483712,31.29011925,1056.3007152096775,3.964359,0.01308411214953271,0.12669683257918551,0.00375305908906164
AR,2020 Q4,0.087255,0.3066666666666667,0.8806306306306307,859.3833333333333,80.63333333333334,0.2325,0.3925,7.3095,1,3.5,0.175,0.11499999999999999,0,1,59.32380075,1.23,7.911666666666667,0.85965,97.976301,77.021832,75857.13097778792,0.40625,0.0875,17.741666666666667,4.961666666666667,5.685358333333333,450.77799040524195,341.92596374999994,4084.1392754999997,13565.99082566129,41.68497109826589,47.92651684108195,23.297647033252506,79.64114062499999,180.77796746370967,59.32380075,0.6054913294797688,0.7499285183279008,0.3282551219121625
EM,2020 Q4,NA,0.33333333333333337,0.0315315315315315,428.2,80.39166666666667,0.6775,0.19333333333333333,NA,0,0,0.075,0.057499999999999996,0,1,1.9821795,NA,7.613333333333333,NA,12.03466125,4.035151125,118320.39633640999,0.3958333333333333,0.37916666666666665,19.025,34.913333333333334,5.6883333333333335,2136.40439184,3.327229875,12.459414,13708.43627328,1.035294117647059,3.8260869565217392,0.03570211453887474,3.25643775,348.98252277,1.9821795,0.16470588235294115,0.6086956521739131,0.00567988185845734
GC,2020 Q4,0.07845,0.2758333333333333,0.6936936936936937,386,39.03333333333333,0.24833333333333332,0.4083333333333333,11.195,0,0,0,0.11416666666666667,28,28,0.2831685,0.12745,6.7825,0.06897249999999999,0.2831685,0.2831685,78552.19412740173,0.5916666666666667,0.4083333333333333,16.983333333333334,5.388333333333334,6.865983333333333,974.1201925524192,0,0.2831685,23855.63076164516,1,1,0.00124972284372417,0.2831685,226.58503957258063,0.2831685,1,1,0.00124972284372417
MR,2020 Q4,NA,0.215,0.4234234234234233,4400.25,62.63333333333333,0.48166666666666663,0.30083333333333334,NA,1,4,0,0.1225,0,1,3.964359,NA,7.589166666666666,NA,73.34064149999999,20.034171375,64500.011111476975,0.525,0.475,18.766666666666666,19.500833333333333,7.461233333333333,3332.0939790725806,12.884166750000002,903.307515,41079.80236306452,12.316602316602316,92.46376811594205,1.0967001402897842,9.76931325,823.6595235241936,3.964359,0.05405405405405406,0.4057971014492754,0.0048131040639677
PD,2020 Q4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54779.964875557984,NA,NA,NA,NA,0.8947499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL,2020 Q4,NA,0.2583333333333333,0.34009009009009,1420.75,71.29166666666667,0.20249999999999999,0.6991666666666667,NA,1,1,0.008333333333333333,0.03666666666666667,0,1,14.4415935,NA,7.84,NA,17.69803125,14.158425,80939.97315597796,0.6,0.17500000000000002,18.366666666666667,24.014166666666668,3.555875,488.9452220564516,3.3980219999999957,191.70507449999997,16923.766360790323,10.832,11.28333333333333,2.5274884085024385,16.99011,75.84805289516129,14.4415935,0.816,0.8499999999999999,0.19040163786355152
SF,2020 Q4,0.1612625,0.3,0.8175675675675675,1072.25,67.74166666666666,0.18666666666666668,0.8516666666666666,6.815625000000001,0,0,0.2125,0.11,0,1,13.025751,14.967875,6.910833333333334,2.46425,36.245568,29.1663555,54393.300499194636,0.24583333333333332,0.4708333333333333,22.65833333333333,4.628333333333333,2.8885083333333337,72.2079675,6.9376282499999995,40.776264,1377.6533663863636,1.125,1.2467532467532467,0.9245585874799358,32.70596175,44.103493875,13.025751,0.359375,0.3982683982683982,0.2953451043338684
TR,2020 Q4,0.16002125,0.39083333333333337,0.8783783783783785,5010.166666666667,35.266666666666666,0.2925,0.49416666666666664,12.54125,1,4,0.020833333333333332,0.08583333333333333,15,3,0.2831685,0.199305,8.3425,0.12074625,2.5485165,0.566337,57729.86997792155,0.15416666666666667,0.825,17.883333333333333,25.889166666666668,4.127858333333333,41.356759425,2.619308625,258.5328405,160.61317319999998,101.44444444444446,304.33333333333337,7.757009345794394,0.8495054999999999,33.328932449999996,0.2831685,0.11111111111111112,0.33333333333333337,0.00849617672047578
