site_code,annualrain,collection_period,lowest_taxon,L_mu_spe,L_me_spe,L_sd_spe,L_n_spe,family,L_mu_fam,L_me_fam,L_sd_fam,L_n_fam,L_mu_com,L_me_com,L_sd_com,L_n_com,year,month,day,nday,qtr,year_week,year_month,ammonia,bluegreen_cyano,canopy,conductivity,d_oxygen,depth_mx,diatoms,doc,gravel,green_algae,ln_q_CDC,ln_q_FS,ln_q_HFPP15,ln_q_HFPP7,ln_q_WCDC,ln_q_max,ln_q_med,ln_q_min,ln_q_mu,ln_q_q25,ln_q_q75,ln_q_rsd,ln_q_sd,ln_rain,nitrate,ph,phosphate,q_DS,q_HFPP3,q_LFPP,sand,silt,temperature,turbidity,width
TR,54.17231884,2019-10-01,L. macrochirus,46.5,46.5,23.33452377915607,2,Centrarchidae,41.25,37,16.152915113584505,4,40.705882352941174,44,18.617077865102626,17,2019,10,1,274,4,2019 W40,2019 Oct,0.2351339285714286,0.1925,0.335,1963,67.775,0.4775,0.155,10.388346153846154,0.275,0.135,0.9812137944508044,2.2766096065907853,-2.268683541318364,-1.8474700762420608,3.847434284477002,5.604177922720924,2.219526937173177,-0.1631008634944053,3.2861809660058463,1.5263797566132318,2.908820548417132,1.859029658649726,4.078556595822903,11.066506573037236,0.6882369419642859,7.965,0.43566183035714284,0.7599999999999999,0.24192665571975916,0.45429666119321294,0.2625,0.4625,25.175,6.925,4.7325
TR,54.17231884,2019-10-01,M. salmoides,36,36,11.313708498984761,2,Centrarchidae,41.25,37,16.152915113584505,4,40.705882352941174,44,18.617077865102626,17,2019,10,1,274,4,2019 W40,2019 Oct,0.2351339285714286,0.1925,0.335,1963,67.775,0.4775,0.155,10.388346153846154,0.275,0.135,0.9812137944508044,2.2766096065907853,-2.268683541318364,-1.8474700762420608,3.847434284477002,5.604177922720924,2.219526937173177,-0.1631008634944053,3.2861809660058463,1.5263797566132318,2.908820548417132,1.859029658649726,4.078556595822903,11.066506573037236,0.6882369419642859,7.965,0.43566183035714284,0.7599999999999999,0.24192665571975916,0.45429666119321294,0.2625,0.4625,25.175,6.925,4.7325
TR,54.17231884,2019-10-01,P. latipinna,59,58,6,4,Poeciliidae,45,54,17.97220075561143,7,40.705882352941174,44,18.617077865102626,17,2019,10,1,274,4,2019 W40,2019 Oct,0.2351339285714286,0.1925,0.335,1963,67.775,0.4775,0.155,10.388346153846154,0.275,0.135,0.9812137944508044,2.2766096065907853,-2.268683541318364,-1.8474700762420608,3.847434284477002,5.604177922720924,2.219526937173177,-0.1631008634944053,3.2861809660058463,1.5263797566132318,2.908820548417132,1.859029658649726,4.078556595822903,11.066506573037236,0.6882369419642859,7.965,0.43566183035714284,0.7599999999999999,0.24192665571975916,0.45429666119321294,0.2625,0.4625,25.175,6.925,4.7325
TR,54.17231884,2020-01-01,A. mexicanus,26.75,26,1.5,4,Characidae,26.75,26,1.5,4,40.60341151385928,39,11.48710114041872,469,2020,1,1,1,1,2020 W01,2020 Jan,0.181175,0.36,0.8175675675675678,6215.5,45.65,0.3775,1.5425,8.4445,0.475,0,1.847523043746509,3.2527403388209573,-1.9046284900820096,-1.5340796470800728,6.021564510462527,6.176670377881792,1.6286586057336496,-1.261713152162515,3.3947019399456595,0.2423642446137591,2.249832286668506,2.944877943694197,4.573536549427847,11.036166279097726,1.0284,8.275,0.21735,0.9444444444444444,0.3240284619594964,0.2687465790914067,0.1,0.425,16.975,20.525,4.1225
TR,54.17231884,2020-01-01,C. variegatus,39.35191637630662,39,4.6059616453350225,287,Cyprinodontidae,39.35191637630662,39,4.6059616453350225,287,40.60341151385928,39,11.48710114041872,469,2020,1,1,1,1,2020 W01,2020 Jan,0.181175,0.36,0.8175675675675678,6215.5,45.65,0.3775,1.5425,8.4445,0.475,0,1.847523043746509,3.2527403388209573,-1.9046284900820096,-1.5340796470800728,6.021564510462527,6.176670377881792,1.6286586057336496,-1.261713152162515,3.3947019399456595,0.2423642446137591,2.249832286668506,2.944877943694197,4.573536549427847,11.036166279097726,1.0284,8.275,0.21735,0.9444444444444444,0.3240284619594964,0.2687465790914067,0.1,0.425,16.975,20.525,4.1225
TR,54.17231884,2020-01-01,F. grandis,83.36363636363636,81,15.44197349610941,11,Fundulidae,83.36363636363636,81,15.44197349610941,11,40.60341151385928,39,11.48710114041872,469,2020,1,1,1,1,2020 W01,2020 Jan,0.181175,0.36,0.8175675675675678,6215.5,45.65,0.3775,1.5425,8.4445,0.475,0,1.847523043746509,3.2527403388209573,-1.9046284900820096,-1.5340796470800728,6.021564510462527,6.176670377881792,1.6286586057336496,-1.261713152162515,3.3947019399456595,0.2423642446137591,2.249832286668506,2.944877943694197,4.573536549427847,11.036166279097726,1.0284,8.275,0.21735,0.9444444444444444,0.3240284619594964,0.2687465790914067,0.1,0.425,16.975,20.525,4.1225
TR,54.17231884,2020-01-01,G. affinis,34.225,33,7.80035337792544,40,Poeciliidae,37.84076433121019,36,9.985572640090025,157,40.60341151385928,39,11.48710114041872,469,2020,1,1,1,1,2020 W01,2020 Jan,0.181175,0.36,0.8175675675675678,6215.5,45.65,0.3775,1.5425,8.4445,0.475,0,1.847523043746509,3.2527403388209573,-1.9046284900820096,-1.5340796470800728,6.021564510462527,6.176670377881792,1.6286586057336496,-1.261713152162515,3.3947019399456595,0.2423642446137591,2.249832286668506,2.944877943694197,4.573536549427847,11.036166279097726,1.0284,8.275,0.21735,0.9444444444444444,0.3240284619594964,0.2687465790914067,0.1,0.425,16.975,20.525,4.1225
TR,54.17231884,2020-01-01,H. cyanoguttatus,59,59,NA,1,Cichlidae,68.33333333333333,60,15.30795000427338,3,40.60341151385928,39,11.48710114041872,469,2020,1,1,1,1,2020 W01,2020 Jan,0.181175,0.36,0.8175675675675678,6215.5,45.65,0.3775,1.5425,8.4445,0.475,0,1.847523043746509,3.2527403388209573,-1.9046284900820096,-1.5340796470800728,6.021564510462527,6.176670377881792,1.6286586057336496,-1.261713152162515,3.3947019399456595,0.2423642446137591,2.249832286668506,2.944877943694197,4.573536549427847,11.036166279097726,1.0284,8.275,0.21735,0.9444444444444444,0.3240284619594964,0.2687465790914067,0.1,0.425,16.975,20.525,4.1225
TR,54.17231884,2020-01-01,L. macrochirus,82.71428571428571,83,1.9760470401187074,7,Centrarchidae,82.71428571428571,83,1.9760470401187074,7,40.60341151385928,39,11.48710114041872,469,2020,1,1,1,1,2020 W01,2020 Jan,0.181175,0.36,0.8175675675675678,6215.5,45.65,0.3775,1.5425,8.4445,0.475,0,1.847523043746509,3.2527403388209573,-1.9046284900820096,-1.5340796470800728,6.021564510462527,6.176670377881792,1.6286586057336496,-1.261713152162515,3.3947019399456595,0.2423642446137591,2.249832286668506,2.944877943694197,4.573536549427847,11.036166279097726,1.0284,8.275,0.21735,0.9444444444444444,0.3240284619594964,0.2687465790914067,0.1,0.425,16.975,20.525,4.1225
TR,54.17231884,2020-01-01,O. aureus,73,73,18.384776310850235,2,Cichlidae,68.33333333333333,60,15.30795000427338,3,40.60341151385928,39,11.48710114041872,469,2020,1,1,1,1,2020 W01,2020 Jan,0.181175,0.36,0.8175675675675678,6215.5,45.65,0.3775,1.5425,8.4445,0.475,0,1.847523043746509,3.2527403388209573,-1.9046284900820096,-1.5340796470800728,6.021564510462527,6.176670377881792,1.6286586057336496,-1.261713152162515,3.3947019399456595,0.2423642446137591,2.249832286668506,2.944877943694197,4.573536549427847,11.036166279097726,1.0284,8.275,0.21735,0.9444444444444444,0.3240284619594964,0.2687465790914067,0.1,0.425,16.975,20.525,4.1225
TR,54.17231884,2020-01-01,P. latipinna,39.07692307692308,37,10.372504973074037,117,Poeciliidae,37.84076433121019,36,9.985572640090025,157,40.60341151385928,39,11.48710114041872,469,2020,1,1,1,1,2020 W01,2020 Jan,0.181175,0.36,0.8175675675675678,6215.5,45.65,0.3775,1.5425,8.4445,0.475,0,1.847523043746509,3.2527403388209573,-1.9046284900820096,-1.5340796470800728,6.021564510462527,6.176670377881792,1.6286586057336496,-1.261713152162515,3.3947019399456595,0.2423642446137591,2.249832286668506,2.944877943694197,4.573536549427847,11.036166279097726,1.0284,8.275,0.21735,0.9444444444444444,0.3240284619594964,0.2687465790914067,0.1,0.425,16.975,20.525,4.1225
TR,54.17231884,2020-05-01,A. mexicanus,40.4,29,33.58273365883129,5,Characidae,40.4,29,33.58273365883129,5,69.85393258426966,59,43.899044968333506,89,2020,5,1,122,2,2020 W18,2020 May,0.21283552631578948,0.045,0.8851351351351353,7451,10.675,0.45,0.0775,11.73673076923077,0,0.0925,2.2864557110641623,3.4855385300959063,-1.2838938870905412,-0.9064867317775342,6.905723883761939,5.159909115644003,0.3477247602715854,-1.261713152162515,2.281176674404857,-1.038569600848305,1.8628519932344445,3.1035789891431644,3.45130374941475,10.452560776285202,0.42945342105263157,7.57,0.512963947368421,0.8,0.5621237000547346,0.17077175697865354,0.125,0.875,28.35,79.4,4.44105
TR,54.17231884,2020-05-01,C. variegatus,30.2,40,18.579558659989747,5,Cyprinodontidae,30.2,40,18.579558659989747,5,69.85393258426966,59,43.899044968333506,89,2020,5,1,122,2,2020 W18,2020 May,0.21283552631578948,0.045,0.8851351351351353,7451,10.675,0.45,0.0775,11.73673076923077,0,0.0925,2.2864557110641623,3.4855385300959063,-1.2838938870905412,-0.9064867317775342,6.905723883761939,5.159909115644003,0.3477247602715854,-1.261713152162515,2.281176674404857,-1.038569600848305,1.8628519932344445,3.1035789891431644,3.45130374941475,10.452560776285202,0.42945342105263157,7.57,0.512963947368421,0.8,0.5621237000547346,0.17077175697865354,0.125,0.875,28.35,79.4,4.44105
TR,54.17231884,2020-05-01,G. affinis,7.2,5,5.540758070878027,5,Poeciliidae,49.08888888888889,52,19.05115389278205,45,69.85393258426966,59,43.899044968333506,89,2020,5,1,122,2,2020 W18,2020 May,0.21283552631578948,0.045,0.8851351351351353,7451,10.675,0.45,0.0775,11.73673076923077,0,0.0925,2.2864557110641623,3.4855385300959063,-1.2838938870905412,-0.9064867317775342,6.905723883761939,5.159909115644003,0.3477247602715854,-1.261713152162515,2.281176674404857,-1.038569600848305,1.8628519932344445,3.1035789891431644,3.45130374941475,10.452560776285202,0.42945342105263157,7.57,0.512963947368421,0.8,0.5621237000547346,0.17077175697865354,0.125,0.875,28.35,79.4,4.44105
TR,54.17231884,2020-05-01,H. cyanoguttatus,101,101,21.213203435596427,2,Cichlidae,104.71428571428571,116,50.06234208702281,7,69.85393258426966,59,43.899044968333506,89,2020,5,1,122,2,2020 W18,2020 May,0.21283552631578948,0.045,0.8851351351351353,7451,10.675,0.45,0.0775,11.73673076923077,0,0.0925,2.2864557110641623,3.4855385300959063,-1.2838938870905412,-0.9064867317775342,6.905723883761939,5.159909115644003,0.3477247602715854,-1.261713152162515,2.281176674404857,-1.038569600848305,1.8628519932344445,3.1035789891431644,3.45130374941475,10.452560776285202,0.42945342105263157,7.57,0.512963947368421,0.8,0.5621237000547346,0.17077175697865354,0.125,0.875,28.35,79.4,4.44105
TR,54.17231884,2020-05-01,L. cyanellus,35,12,35.70014005574768,5,Centrarchidae,108.22222222222223,109,45.07714185647442,27,69.85393258426966,59,43.899044968333506,89,2020,5,1,122,2,2020 W18,2020 May,0.21283552631578948,0.045,0.8851351351351353,7451,10.675,0.45,0.0775,11.73673076923077,0,0.0925,2.2864557110641623,3.4855385300959063,-1.2838938870905412,-0.9064867317775342,6.905723883761939,5.159909115644003,0.3477247602715854,-1.261713152162515,2.281176674404857,-1.038569600848305,1.8628519932344445,3.1035789891431644,3.45130374941475,10.452560776285202,0.42945342105263157,7.57,0.512963947368421,0.8,0.5621237000547346,0.17077175697865354,0.125,0.875,28.35,79.4,4.44105
TR,54.17231884,2020-05-01,L. macrochirus,124.86363636363636,120,26.576565858173865,22,Centrarchidae,108.22222222222223,109,45.07714185647442,27,69.85393258426966,59,43.899044968333506,89,2020,5,1,122,2,2020 W18,2020 May,0.21283552631578948,0.045,0.8851351351351353,7451,10.675,0.45,0.0775,11.73673076923077,0,0.0925,2.2864557110641623,3.4855385300959063,-1.2838938870905412,-0.9064867317775342,6.905723883761939,5.159909115644003,0.3477247602715854,-1.261713152162515,2.281176674404857,-1.038569600848305,1.8628519932344445,3.1035789891431644,3.45130374941475,10.452560776285202,0.42945342105263157,7.57,0.512963947368421,0.8,0.5621237000547346,0.17077175697865354,0.125,0.875,28.35,79.4,4.44105
TR,54.17231884,2020-05-01,O. aureus,106.2,140,60.309203277775104,5,Cichlidae,104.71428571428571,116,50.06234208702281,7,69.85393258426966,59,43.899044968333506,89,2020,5,1,122,2,2020 W18,2020 May,0.21283552631578948,0.045,0.8851351351351353,7451,10.675,0.45,0.0775,11.73673076923077,0,0.0925,2.2864557110641623,3.4855385300959063,-1.2838938870905412,-0.9064867317775342,6.905723883761939,5.159909115644003,0.3477247602715854,-1.261713152162515,2.281176674404857,-1.038569600848305,1.8628519932344445,3.1035789891431644,3.45130374941475,10.452560776285202,0.42945342105263157,7.57,0.512963947368421,0.8,0.5621237000547346,0.17077175697865354,0.125,0.875,28.35,79.4,4.44105
TR,54.17231884,2020-05-01,P. latipinna,54.325,55,12.37944429389466,40,Poeciliidae,49.08888888888889,52,19.05115389278205,45,69.85393258426966,59,43.899044968333506,89,2020,5,1,122,2,2020 W18,2020 May,0.21283552631578948,0.045,0.8851351351351353,7451,10.675,0.45,0.0775,11.73673076923077,0,0.0925,2.2864557110641623,3.4855385300959063,-1.2838938870905412,-0.9064867317775342,6.905723883761939,5.159909115644003,0.3477247602715854,-1.261713152162515,2.281176674404857,-1.038569600848305,1.8628519932344445,3.1035789891431644,3.45130374941475,10.452560776285202,0.42945342105263157,7.57,0.512963947368421,0.8,0.5621237000547346,0.17077175697865354,0.125,0.875,28.35,79.4,4.44105
TR,54.17231884,2020-09-01,A. mexicanus,67.85714285714286,74,8.112306935115548,7,Characidae,67.85714285714286,74,8.112306935115548,7,51.1125,47,21.587029510709304,240,2020,9,1,245,3,2020 W36,2020 Sep,0.15915989583333334,0.395,0.945945945945946,5196.540647482015,64.9859712230216,0.29,0.2375,12.171184210526315,0.025,0.1075,0.8529685834440963,2.0492016564901174,-2.967135774108003,-2.0091723458332797,4.063910746602622,6.090727948081067,2.5884344495475435,0.6841969968927984,3.368306990449,2.139484229499641,3.0149529668535404,1.7586219025208858,4.347056352068429,9.699912501834724,0.18987083333333335,8.551924460431655,0.1507385416666667,0.6170212765957447,0.20689655172413793,0.565407772304324,0.05,0.925,24.689388489208635,36.63619929743153,3.6517
TR,54.17231884,2020-09-01,C. variegatus,47.755102040816325,48,6.230070265270214,49,Cyprinodontidae,47.755102040816325,48,6.230070265270214,49,51.1125,47,21.587029510709304,240,2020,9,1,245,3,2020 W36,2020 Sep,0.15915989583333334,0.395,0.945945945945946,5196.540647482015,64.9859712230216,0.29,0.2375,12.171184210526315,0.025,0.1075,0.8529685834440963,2.0492016564901174,-2.967135774108003,-2.0091723458332797,4.063910746602622,6.090727948081067,2.5884344495475435,0.6841969968927984,3.368306990449,2.139484229499641,3.0149529668535404,1.7586219025208858,4.347056352068429,9.699912501834724,0.18987083333333335,8.551924460431655,0.1507385416666667,0.6170212765957447,0.20689655172413793,0.565407772304324,0.05,0.925,24.689388489208635,36.63619929743153,3.6517
TR,54.17231884,2020-09-01,G. affinis,23.80952380952381,23,4.675671584051297,21,Poeciliidae,42.194244604316545,42,12.933429159499546,139,51.1125,47,21.587029510709304,240,2020,9,1,245,3,2020 W36,2020 Sep,0.15915989583333334,0.395,0.945945945945946,5196.540647482015,64.9859712230216,0.29,0.2375,12.171184210526315,0.025,0.1075,0.8529685834440963,2.0492016564901174,-2.967135774108003,-2.0091723458332797,4.063910746602622,6.090727948081067,2.5884344495475435,0.6841969968927984,3.368306990449,2.139484229499641,3.0149529668535404,1.7586219025208858,4.347056352068429,9.699912501834724,0.18987083333333335,8.551924460431655,0.1507385416666667,0.6170212765957447,0.20689655172413793,0.565407772304324,0.05,0.925,24.689388489208635,36.63619929743153,3.6517
TR,54.17231884,2020-09-01,H. cyanoguttatus,115.63636363636364,115,36.859931435836195,11,Cichlidae,107.28571428571429,110,36.33906262587785,14,51.1125,47,21.587029510709304,240,2020,9,1,245,3,2020 W36,2020 Sep,0.15915989583333334,0.395,0.945945945945946,5196.540647482015,64.9859712230216,0.29,0.2375,12.171184210526315,0.025,0.1075,0.8529685834440963,2.0492016564901174,-2.967135774108003,-2.0091723458332797,4.063910746602622,6.090727948081067,2.5884344495475435,0.6841969968927984,3.368306990449,2.139484229499641,3.0149529668535404,1.7586219025208858,4.347056352068429,9.699912501834724,0.18987083333333335,8.551924460431655,0.1507385416666667,0.6170212765957447,0.20689655172413793,0.565407772304324,0.05,0.925,24.689388489208635,36.63619929743153,3.6517
TR,54.17231884,2020-09-01,L. parva,67.25806451612904,65,10.063027185148227,31,Fundulidae,67.25806451612904,65,10.063027185148227,31,51.1125,47,21.587029510709304,240,2020,9,1,245,3,2020 W36,2020 Sep,0.15915989583333334,0.395,0.945945945945946,5196.540647482015,64.9859712230216,0.29,0.2375,12.171184210526315,0.025,0.1075,0.8529685834440963,2.0492016564901174,-2.967135774108003,-2.0091723458332797,4.063910746602622,6.090727948081067,2.5884344495475435,0.6841969968927984,3.368306990449,2.139484229499641,3.0149529668535404,1.7586219025208858,4.347056352068429,9.699912501834724,0.18987083333333335,8.551924460431655,0.1507385416666667,0.6170212765957447,0.20689655172413793,0.565407772304324,0.05,0.925,24.689388489208635,36.63619929743153,3.6517
TR,54.17231884,2020-09-01,O. aureus,76.66666666666667,77,0.5773502691896257,3,Cichlidae,107.28571428571429,110,36.33906262587785,14,51.1125,47,21.587029510709304,240,2020,9,1,245,3,2020 W36,2020 Sep,0.15915989583333334,0.395,0.945945945945946,5196.540647482015,64.9859712230216,0.29,0.2375,12.171184210526315,0.025,0.1075,0.8529685834440963,2.0492016564901174,-2.967135774108003,-2.0091723458332797,4.063910746602622,6.090727948081067,2.5884344495475435,0.6841969968927984,3.368306990449,2.139484229499641,3.0149529668535404,1.7586219025208858,4.347056352068429,9.699912501834724,0.18987083333333335,8.551924460431655,0.1507385416666667,0.6170212765957447,0.20689655172413793,0.565407772304324,0.05,0.925,24.689388489208635,36.63619929743153,3.6517
TR,54.17231884,2020-09-01,P. latipinna,45.46610169491525,43.5,11.049757087007725,118,Poeciliidae,42.194244604316545,42,12.933429159499546,139,51.1125,47,21.587029510709304,240,2020,9,1,245,3,2020 W36,2020 Sep,0.15915989583333334,0.395,0.945945945945946,5196.540647482015,64.9859712230216,0.29,0.2375,12.171184210526315,0.025,0.1075,0.8529685834440963,2.0492016564901174,-2.967135774108003,-2.0091723458332797,4.063910746602622,6.090727948081067,2.5884344495475435,0.6841969968927984,3.368306990449,2.139484229499641,3.0149529668535404,1.7586219025208858,4.347056352068429,9.699912501834724,0.18987083333333335,8.551924460431655,0.1507385416666667,0.6170212765957447,0.20689655172413793,0.565407772304324,0.05,0.925,24.689388489208635,36.63619929743153,3.6517
TR,54.17231884,2020-11-01,C. variegatus,42.82231404958678,42,5.953191930305805,1452,Cyprinodontidae,42.82231404958678,42,5.953191930305805,1452,40.81896141019533,40,8.789217041034485,2099,2020,11,1,306,4,2020 W44,2020 Nov,0.13643714953271033,0.6075,0.8581081081081082,5492.75,31.725,0.2675,0.56,11.734369158878504,0,0.105,3.219520778131447,4.446565155811453,-1.0427318302736532,-0.6860568863349207,8.707234130253132,5.555022728432454,-0.1631008634944053,-1.261713152162515,2.5391980636671705,-0.5685659716025696,0.817728389517321,4.012044276040813,3.848943412546408,10.1011676890942,0.19485495327102803,8.29,0.1674745327102804,0.6666666666666666,0.6398467432950191,0.17077175697865354,0.175,0.825,20.775,15.1175,4.122275
TR,54.17231884,2020-11-01,F. grandis,79.73076923076923,77,14.365396457620491,26,Fundulidae,79.73076923076923,77,14.365396457620491,26,40.81896141019533,40,8.789217041034485,2099,2020,11,1,306,4,2020 W44,2020 Nov,0.13643714953271033,0.6075,0.8581081081081082,5492.75,31.725,0.2675,0.56,11.734369158878504,0,0.105,3.219520778131447,4.446565155811453,-1.0427318302736532,-0.6860568863349207,8.707234130253132,5.555022728432454,-0.1631008634944053,-1.261713152162515,2.5391980636671705,-0.5685659716025696,0.817728389517321,4.012044276040813,3.848943412546408,10.1011676890942,0.19485495327102803,8.29,0.1674745327102804,0.6666666666666666,0.6398467432950191,0.17077175697865354,0.175,0.825,20.775,15.1175,4.122275
TR,54.17231884,2020-11-01,G. affinis,31.304511278195488,31,5.788190510245079,266,Poeciliidae,34.19186991869919,34,6.858903644263589,615,40.81896141019533,40,8.789217041034485,2099,2020,11,1,306,4,2020 W44,2020 Nov,0.13643714953271033,0.6075,0.8581081081081082,5492.75,31.725,0.2675,0.56,11.734369158878504,0,0.105,3.219520778131447,4.446565155811453,-1.0427318302736532,-0.6860568863349207,8.707234130253132,5.555022728432454,-0.1631008634944053,-1.261713152162515,2.5391980636671705,-0.5685659716025696,0.817728389517321,4.012044276040813,3.848943412546408,10.1011676890942,0.19485495327102803,8.29,0.1674745327102804,0.6666666666666666,0.6398467432950191,0.17077175697865354,0.175,0.825,20.775,15.1175,4.122275
TR,54.17231884,2020-11-01,O. aureus,66.66666666666667,62,8.824209124146291,6,Cichlidae,66.66666666666667,62,8.824209124146291,6,40.81896141019533,40,8.789217041034485,2099,2020,11,1,306,4,2020 W44,2020 Nov,0.13643714953271033,0.6075,0.8581081081081082,5492.75,31.725,0.2675,0.56,11.734369158878504,0,0.105,3.219520778131447,4.446565155811453,-1.0427318302736532,-0.6860568863349207,8.707234130253132,5.555022728432454,-0.1631008634944053,-1.261713152162515,2.5391980636671705,-0.5685659716025696,0.817728389517321,4.012044276040813,3.848943412546408,10.1011676890942,0.19485495327102803,8.29,0.1674745327102804,0.6666666666666666,0.6398467432950191,0.17077175697865354,0.175,0.825,20.775,15.1175,4.122275
TR,54.17231884,2020-11-01,P. latipinna,36.392550143266476,36,6.801626882459579,349,Poeciliidae,34.19186991869919,34,6.858903644263589,615,40.81896141019533,40,8.789217041034485,2099,2020,11,1,306,4,2020 W44,2020 Nov,0.13643714953271033,0.6075,0.8581081081081082,5492.75,31.725,0.2675,0.56,11.734369158878504,0,0.105,3.219520778131447,4.446565155811453,-1.0427318302736532,-0.6860568863349207,8.707234130253132,5.555022728432454,-0.1631008634944053,-1.261713152162515,2.5391980636671705,-0.5685659716025696,0.817728389517321,4.012044276040813,3.848943412546408,10.1011676890942,0.19485495327102803,8.29,0.1674745327102804,0.6666666666666666,0.6398467432950191,0.17077175697865354,0.175,0.825,20.775,15.1175,4.122275
AR,68.5326087,2017-09-01,C. lutrensis,41.55,39.5,8.882122790367058,20,Leuciscidae,41.55,39.5,8.882122790367058,20,50.24561403508772,42,22.171636241695946,57,2017,9,1,244,3,2017 W35,2017 Sep,0.0875,1.3225,0.783783783875,913.5,66.0375,0.32437499999999997,0.8788750000000001,6.605,0.38125,0.0875,1.2983227792127856,3.042789335036588,-2.4593592470374626,-1.878714646822215,4.713308572658384,7.894171034017609,3.8442323217380654,3.4111156822993913,5.37207206519627,3.758872472786909,4.665212873807896,2.38395538006257,6.2281877018006355,11.890803971495936,2.3591375,8.276250000000001,1.4362499999999998,0.22303030303030297,0.508345844740793,0.05157643733992758,0.3625,0.08750000000000001,27.05,66.30139893336886,3.1041666666666665
AR,68.5326087,2017-09-01,G. affinis,27.75,28,0.5,4,Poeciliidae,27.75,28,0.5,4,50.24561403508772,42,22.171636241695946,57,2017,9,1,244,3,2017 W35,2017 Sep,0.0875,1.3225,0.783783783875,913.5,66.0375,0.32437499999999997,0.8788750000000001,6.605,0.38125,0.0875,1.2983227792127856,3.042789335036588,-2.4593592470374626,-1.878714646822215,4.713308572658384,7.894171034017609,3.8442323217380654,3.4111156822993913,5.37207206519627,3.758872472786909,4.665212873807896,2.38395538006257,6.2281877018006355,11.890803971495936,2.3591375,8.276250000000001,1.4362499999999998,0.22303030303030297,0.508345844740793,0.05157643733992758,0.3625,0.08750000000000001,27.05,66.30139893336886,3.1041666666666665
AR,68.5326087,2017-09-01,H. cyanoguttatus,43.666666666666664,44,10.03327796219494,6,Cichlidae,43.666666666666664,44,10.03327796219494,6,50.24561403508772,42,22.171636241695946,57,2017,9,1,244,3,2017 W35,2017 Sep,0.0875,1.3225,0.783783783875,913.5,66.0375,0.32437499999999997,0.8788750000000001,6.605,0.38125,0.0875,1.2983227792127856,3.042789335036588,-2.4593592470374626,-1.878714646822215,4.713308572658384,7.894171034017609,3.8442323217380654,3.4111156822993913,5.37207206519627,3.758872472786909,4.665212873807896,2.38395538006257,6.2281877018006355,11.890803971495936,2.3591375,8.276250000000001,1.4362499999999998,0.22303030303030297,0.508345844740793,0.05157643733992758,0.3625,0.08750000000000001,27.05,66.30139893336886,3.1041666666666665
AR,68.5326087,2017-09-01,I. punctatus,47,47,26.870057685088806,2,Ictaluridae,47,47,26.870057685088806,2,50.24561403508772,42,22.171636241695946,57,2017,9,1,244,3,2017 W35,2017 Sep,0.0875,1.3225,0.783783783875,913.5,66.0375,0.32437499999999997,0.8788750000000001,6.605,0.38125,0.0875,1.2983227792127856,3.042789335036588,-2.4593592470374626,-1.878714646822215,4.713308572658384,7.894171034017609,3.8442323217380654,3.4111156822993913,5.37207206519627,3.758872472786909,4.665212873807896,2.38395538006257,6.2281877018006355,11.890803971495936,2.3591375,8.276250000000001,1.4362499999999998,0.22303030303030297,0.508345844740793,0.05157643733992758,0.3625,0.08750000000000001,27.05,66.30139893336886,3.1041666666666665
AR,68.5326087,2017-09-01,L. auritus,99,99,15.01110699893027,4,Centrarchidae,62.64,55,26.728386907306373,25,50.24561403508772,42,22.171636241695946,57,2017,9,1,244,3,2017 W35,2017 Sep,0.0875,1.3225,0.783783783875,913.5,66.0375,0.32437499999999997,0.8788750000000001,6.605,0.38125,0.0875,1.2983227792127856,3.042789335036588,-2.4593592470374626,-1.878714646822215,4.713308572658384,7.894171034017609,3.8442323217380654,3.4111156822993913,5.37207206519627,3.758872472786909,4.665212873807896,2.38395538006257,6.2281877018006355,11.890803971495936,2.3591375,8.276250000000001,1.4362499999999998,0.22303030303030297,0.508345844740793,0.05157643733992758,0.3625,0.08750000000000001,27.05,66.30139893336886,3.1041666666666665
AR,68.5326087,2017-09-01,L. cyanellus,86.5,86.5,44.54772721475249,2,Centrarchidae,62.64,55,26.728386907306373,25,50.24561403508772,42,22.171636241695946,57,2017,9,1,244,3,2017 W35,2017 Sep,0.0875,1.3225,0.783783783875,913.5,66.0375,0.32437499999999997,0.8788750000000001,6.605,0.38125,0.0875,1.2983227792127856,3.042789335036588,-2.4593592470374626,-1.878714646822215,4.713308572658384,7.894171034017609,3.8442323217380654,3.4111156822993913,5.37207206519627,3.758872472786909,4.665212873807896,2.38395538006257,6.2281877018006355,11.890803971495936,2.3591375,8.276250000000001,1.4362499999999998,0.22303030303030297,0.508345844740793,0.05157643733992758,0.3625,0.08750000000000001,27.05,66.30139893336886,3.1041666666666665
AR,68.5326087,2017-09-01,L. macrochirus,52.473684210526315,46,18.40099158274005,19,Centrarchidae,62.64,55,26.728386907306373,25,50.24561403508772,42,22.171636241695946,57,2017,9,1,244,3,2017 W35,2017 Sep,0.0875,1.3225,0.783783783875,913.5,66.0375,0.32437499999999997,0.8788750000000001,6.605,0.38125,0.0875,1.2983227792127856,3.042789335036588,-2.4593592470374626,-1.878714646822215,4.713308572658384,7.894171034017609,3.8442323217380654,3.4111156822993913,5.37207206519627,3.758872472786909,4.665212873807896,2.38395538006257,6.2281877018006355,11.890803971495936,2.3591375,8.276250000000001,1.4362499999999998,0.22303030303030297,0.508345844740793,0.05157643733992758,0.3625,0.08750000000000001,27.05,66.30139893336886,3.1041666666666665
