site_code,collection_period,canopy,d_oxygen,depth_mx,doc,ph,sand,silt,temperature,width,wk4_max_30mu,wk4_min_to_wk4_med,ln_flood_duration,ln_flood_total_days,ln_lf_days,ln_lf_min,ln_nitrate,ln_turbidity,ln_wk4_iqr,ln_wk4_max,ln_wk4_max_to_annual_med,ln_wk4_max_to_wk4_med,ln_wk4_max_to_wk4_med_30mu,ln_wk4_med,ln_wk4_min,ln_wk4_min_to_annual_med,sqrt_ammonia,sqrt_bluegreen_cyano,sqrt_conductivity,sqrt_diatoms,sqrt_gravel,sqrt_green_algae,sqrt_lf_drought_duration,sqrt_phosphate,sqrt_q_med_yr,sqrt_q_q25_yr,sqrt_rain,sqrt_wk4_75q_30mu,sqrt_wk4_med_30mu,sqrt_wk4_min_to_wk4_med_30mu
EM,2020-12-01,0.02027027027027025,84.625,0.8825,NA,7.34,0.4,0.6,11.225,6.2908,NA,NA,NA,NA,NA,NA,NA,4.276700840635475,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.772588722239781,4.957410310636711,-2.5257286443082556,NA,-4.045554398052668,NA,NA,NA,NA,11.55308298540469,NA,NA,NA
GC,2017-04-01,0.5063513515,64.69999999999999,0.375,NA,7.135,0.6875,0.1,22.575000000000003,6.800000000000001,16803.739454661292,0.2290456431535269,0.6931471805599453,0.6931471805599453,NA,4.358687713554635,-3.036554268,6.547753378283716,7.018997923500332,10.247204291410174,5.940572939811593,4.414682597647935,4.486437564624994,5.83252169376224,4.358687713554635,0.052056361956052705,-2.322787800311565,0.2963940130538024,6.249492500275694,0.11926342082681776,-1.5488132906176655,-0.8754687373539001,0,-0.8964881045779755,4.306631351598582,3.094995674527077,11.605473539070069,7.312829474274487,5.76076672678518,-1.4020790132305454
GC,2017-08-01,0.837837838,94.825,0.17750000000000002,8.0225,7.885,0.65,0.2625,29.1,5.925,NA,NA,NA,NA,NA,NA,-0.6317134743758528,4.219866920968898,NA,NA,NA,NA,NA,NA,NA,NA,-2.659260036932778,0.3382563584147144,6.2844139726661545,0.30010459245033816,-2.436116485618568,-2.3025850929940455,NA,0.002496880198587146,NA,NA,9.865944460755943,NA,NA,NA
GC,2017-09-01,0.5202702702499999,55.9,0.3925,7.9425,7.2425,0.8474999999999999,0.0375,23.424999999999997,6.625,NA,NA,NA,NA,NA,NA,-2.58038284337185,4.189828921403834,NA,NA,NA,NA,NA,NA,NA,NA,-2.353878387381596,-1.7719568419318752,6.184148890937483,-1.40649706843741,-2.162823150618887,-4.382026634673881,NA,-2.7333680090865,NA,NA,12.786900508227994,NA,NA,NA
GC,2017-10-01,0.45270270275,48.2625,0.24,10.99125,7.18375,0.4666666666666667,0.31666666666666665,25.8375,9.05,10745.997944370967,0.523943661971831,0,0.6931471805599453,NA,4.3694986296588505,-2.456435817812306,6.532370916268107,4.873310466916834,7.987847932966949,3.6812165813683673,2.9719781875458837,3.1207217343211497,5.015869745421066,4.3694986296588505,0.06286727806026883,-2.5102244577722903,-3.101092789211817,5.97885411883077,-3.3524072174927237,-1.529395204760564,-5.991464547107982,0,-2.607074283762208,4.306631351598582,3.094995674527077,11.509829517128207,6.496234411827046,4.867126198645799,-0.4976275689869486
GC,2017-11-01,0.5675675675,64.95,0.34,5.475,7.565,0.7958333335,0,22.025,5.275,23877.94626633871,0.6950000000000001,NA,NA,NA,3.6727607809681766,-2.2227116304108825,6.532536025989249,2.61468267562248,4.355057945504056,0.04842659390547446,0.31845373111853476,-1.0655598050901764,4.036604214385521,3.6727607809681766,-0.6338705706304052,-2.772588722239781,-1.6094379124341003,6.30855371126472,-0.49840310376743346,-1.588818626047691,-1.9484132792734317,0,-2.855970331178832,4.306631351598582,3.094995674527077,9.082067253292363,6.849343738204027,5.420617750594233,-1.747856969626056
GC,2017-12-01,0.7972972975,70.2,0.30125,5.0425,7.7125,0.825,0.075,17.575000000000003,5.475,16646.005465693546,0.8992805755395684,NA,NA,NA,3.566600585139786,-1.361016553935622,NA,0.4874867026467451,3.891578442335264,-0.41505290926331784,0.21881766136708738,-1.2412966119880706,3.6727607809681766,3.566600585139786,-0.7400307664587957,-2.8134107167600364,-2.4079456086518722,6.282266746896006,-1.5141277326297755,-2.3025850929940455,-3.3524072174927233,0,-2.772588722239781,4.306631351598582,3.094995674527077,9.810478595561126,6.490219917474267,5.132875054323335,-1.5662744691835486
GC,2018-01-01,0.42567567575,88.5,0.3625,NA,7.6875,0.7875,0.125,6.3,4.8999999999999995,NA,NA,NA,NA,NA,NA,-1.0356374895067213,3.0373539482448106,NA,NA,NA,NA,NA,NA,NA,NA,-1.647659125254298,-1.701005105959591,6.015608228575424,-0.9512704507701819,-2.436116485618568,-1.8562979903656263,NA,-2.624168717121508,NA,NA,11.050717878311673,NA,NA,NA
GC,2018-02-01,0.8108108110000001,68.125,0.5475,NA,7.9775,0.9125,0.0625,12.7,5.1625000000000005,12533.366650838709,0.7142857142857143,NA,NA,2.70805020110221,1.7340191213914762,-1.8611095473628483,3.08213930129473,0.8485000481840751,2.6301071459481116,0.1306201824170644,0.5596157879354227,-3.039352193545651,2.070491358012689,1.7340191213914762,-0.7654678421395713,-1.5488132906176655,-0.8209805520698302,6.186002841411857,-0.2516716349287479,-3.6888794541139363,-2.946942109384559,1.0986122886681098,-1.3763440302667225,2.4994869635310475,-1.261713152162515,10.09214382256711,6.638406409352516,5.669459339493763,-3.9354402181022867
GC,2018-03-01,0.36486486475,NA,0.4425,NA,NA,0.8625,0.1375,NA,9.175,NA,NA,NA,NA,NA,NA,-3.4585616990517263,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4696759700589417,-0.3893457262282811,NA,0.07232066157962608,NA,-2.353878387381596,NA,-2.4079456086518722,NA,NA,11.023786232943918,NA,NA,NA
GC,2018-04-01,0.78378378375,33.775,0.385,NA,7.405,0.75,0.25,20.4,6.05,16675.30883820968,0.32298136645962733,NA,0,1.3862943611198906,1.9963833858589672,-2.7333680090865,3.2902658209548736,2.9279415898639107,5.877153847783009,3.377666884251961,2.750609815521006,0.0811356412841564,3.126544032262003,1.9963833858589672,-0.5031035776720805,-2.1413169453979233,-1.502828177375842,5.653979297562391,-0.9741847102930576,NA,-2.2537949288246137,1.0986122886681098,0.6716681488828211,2.4994869635310475,-1.261713152162515,10.921199972143688,7.320878069939369,5.796018206498852,-3.799634820639885
GC,2018-05-01,0.91216216225,65.625,0.225,NA,8.1625,0.5375,0.2375,24.65,5.075,16743.241874806452,0.04819277108433734,NA,NA,2.302585092994046,-0.5685659716025696,-0.534862201594232,1.8870696490323797,2.3148371169775013,3.302635039305321,0.8031480757742736,0.8386547642311832,-2.064951140380074,2.463980275074138,-0.5685659716025696,-3.0680529351336174,-2.436116485618568,-2.162823150618887,6.459121675472594,-0.6023928172914812,-1.491654876777717,-1.5488132906176655,0,-2.5902671654458267,2.4994869635310475,-1.261713152162515,10.501379748331253,6.657607847263062,5.367586179685395,-5.936152151287965
GC,2018-06-01,0.70270270275,6.75,0.1125,NA,8.225,1,0,26.45,4.466666666666667,17854.924867935482,1,NA,NA,3.332204510175204,-1.261713152162515,-3.2378038347537195,3.068052935133617,NA,-0.5685659716025696,-3.0680529351336174,0.6931471805599453,-6.747955609096266,-1.261713152162515,-1.261713152162515,-3.7612001156935624,-5.298317366548036,-0.5361434317502807,5.784594117392615,0.17500317598627474,NA,-0.36925372614559243,3.332204510175204,-0.05657035148839435,2.4994869635310475,-1.261713152162515,10.021300394071538,7.618441632351257,6.179389637493694,-7.441102789656209
GC,2018-07-01,0.8986486487500001,50.75,0.39,NA,7.91,0.875,0.025,26.425,6.375,21142.55682527419,0.00934579439252336,1.791759469228055,1.9459101490553132,2.4849066497880004,-1.261713152162515,-1.6739764335716716,1.3800247481062953,5.53483119748362,10.146962291433914,7.647475327902867,6.735846609134523,4.2381713587077225,3.4111156822993913,-1.261713152162515,-3.7612001156935624,-2.277892480403674,-1.8018098050815563,6.186002841411857,-1.742969305058623,-2.3025850929940455,-5.991464547107982,2.4849066497880004,-2.059638914383656,2.4994869635310475,-1.261713152162515,12.293806237271358,7.314976130781188,5.908790932726191,-7.170504084888706
GC,2018-08-01,0,58,0.09333333333333334,NA,7.753333333333333,1,0,27.4,1.2433333333333334,18138.184712612903,0.01015228426395939,0.6931471805599453,1.0986122886681098,2.302585092994046,-1.261713152162515,-2.624168717121508,1.552867560945706,4.093693181369649,6.318986600062048,3.8194996365310003,2.9906432040465196,-0.13301282501185305,3.328343396015528,-1.261713152162515,-3.7612001156935624,-1.9661128563728327,-1.0886619578149417,6.080695680835925,-1.4696759700589417,NA,-3.3058872018578307,2.0794415416798357,-3.158251203051766,2.4994869635310475,-1.261713152162515,11.046805251738418,7.548174929738687,6.451999425073901,-7.713712577236416
GC,2018-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,21858.278910725807,0.34777376654632974,0,0,NA,6.7072986289439624,NA,3.068052935133617,7.660611758460649,10.450063171552879,7.950576208021832,2.6865614358659,4.85407571773452,7.763501735686979,6.7072986289439624,4.207811665412915,-2.0402208285265546,NA,NA,NA,NA,NA,0,-4.892852258439873,2.4994869635310475,-1.261713152162515,12.287844353377393,6.495779405717977,5.595987453818359,1.1113111751256035
GC,2019-03-01,0.2725,67.8,0.856475,NA,NA,0.75,0.15,20.85,8.6225,10189.087715080645,0.3963515754560531,1.0986122886681098,1.0986122886681098,NA,4.214750399768996,NA,-0.10536051565782628,5.532313361491279,8.90797744114827,8.783396232190894,3.7677733965835993,3.348530355710585,5.140204044564671,4.214750399768996,4.09016919081162,NA,-1.5448993912965292,5.798789578234536,-0.5887871652357026,-2.3025850929940455,-0.9121327217254915,0,NA,0.12458120895737568,-1.261713152162515,11.23234969653327,6.653063654148803,5.559447085437684,-1.3446966856686888
GC,2020-01-01,0.554054054054054,55.175,0.2125,10.495,7.922499999999999,NA,NA,18.85,6.625,NA,1,NA,NA,3.332204510175204,-1.261713152162515,-2.2302644314144198,2.2512917986064953,NA,-1.261713152162515,0,0,NA,-1.261713152162515,-1.261713152162515,0,-2.563333164205746,-3.6888794541139363,6.316261752148692,-1.5255564284533982,NA,-2.3279029009783354,3.332204510175204,-2.287154755338688,-1.261713152162515,-1.261713152162515,10.042675222519481,NA,NA,NA
GC,2020-02-01,0.7094594594594598,67.775,0.39025,11.57,7.3025,NA,NA,18.9,9.27745,NA,NA,NA,NA,NA,NA,-2.3025850929940455,3.7898553714539385,NA,NA,NA,NA,NA,NA,NA,NA,0.13289056233664764,-0.8209805520698302,6.47678003670388,-1.1472774606493907,NA,-3.3524072174927233,NA,0.3625593468309347,NA,NA,11.139252670525245,NA,NA,NA
GC,2020-03-01,0.9256756756756758,45.925,0.425,10.3975,7.49,0.9,0.1,20.125,6.482675,NA,NA,NA,NA,NA,NA,-1.39447775392791,4.095177548525992,NA,NA,NA,NA,NA,NA,NA,NA,-2.1982701237294067,-2.0402208285265546,6.154327167537262,-1.220779922642317,NA,-0.08610269905341174,NA,0.5332527452389152,NA,NA,9.331970187458245,NA,NA,NA
GC,2020-06-01,0.7905405405405405,27.15,0.4545,NA,7.34,NA,NA,24.85,6.8035,18819.61600616129,1,0.6931471805599453,1.6094379124341003,3.1354942159291497,-1.261713152162515,NA,4.1104639441019835,NA,6.255807698440516,7.517520850603031,7.517520850603031,0.6443069274826915,-1.261713152162515,-1.261713152162515,0,NA,-1.7573580425107227,5.682899263739777,-1.1874435023747254,NA,-0.9875182411625228,2.772588722239781,NA,-1.261713152162515,-1.261713152162515,11.884777546241876,6.872825364420549,5.611500770957825,-6.873213923120349
GC,2020-07-01,NA,NA,0.28875,NA,NA,1,0,NA,4.828575000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.571018325046674,NA,NA,NA
GC,2020-08-01,0.7027027027027027,40.5,0.315,NA,8.07,0.525,0.375,26.675,6.6272,NA,NA,NA,NA,NA,NA,NA,1.7621589994517644,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1316521427463098,5.629866791706033,-1.1162672239068303,-2.3025850929940455,-3.158251203051766,NA,NA,NA,NA,11.553182163244255,NA,NA,NA
GC,2020-09-01,0.7027027027027027,NA,NA,NA,NA,0.9,0.1,NA,NA,15082.385546564516,1,NA,NA,3.332204510175204,-1.261713152162515,NA,NA,NA,-1.261713152162515,0,0,-5.617591875106097,-1.261713152162515,-1.261713152162515,0,NA,-1.0078579253996456,NA,-0.9225603448877504,NA,-0.10814215861970315,3.332204510175204,NA,-1.261713152162515,-1.261713152162515,10.355289725679736,6.00202893081856,4.35587872294358,-5.617591875106097
GC,2020-10-01,0.6554054054054055,20.425,0.3225,NA,7.4825,0.675,0.325,22.2,7.2103,NA,NA,NA,NA,NA,NA,NA,1.8817525077547594,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3001166648788383,6.0748861552470546,-1.171182981502945,NA,-4.605170185988091,NA,NA,NA,NA,11.843149655476726,NA,NA,NA
GC,2020-11-01,0.7027027027027027,37.625,0.1475,NA,5.609999999999999,0.5,0.5,16.475,5.018225,23855.63076164516,1,NA,NA,3.332204510175204,-1.261713152162515,NA,0.5808179955860258,NA,-1.261713152162515,0,0,-6.684833477273218,-1.261713152162515,-1.261713152162515,0,NA,-0.9808292530117262,6.096556276646055,-0.8324092478934529,NA,-1.701005105959591,3.332204510175204,NA,-1.261713152162515,-1.261713152162515,9.527833425582843,6.881534697007104,5.423120325110699,-6.684833477273218
GC,2020-12-01,0.722972972972973,59.05,0.27499999999999997,11.195,7.255,0.6,0.4,12.275,8.369425,NA,NA,NA,NA,NA,NA,-2.0600311481600126,2.05572501506252,NA,NA,NA,NA,NA,NA,NA,NA,-2.5452937998030953,-1.7147984280919266,5.630763652752696,-0.7339691750802004,NA,-1.8971199848858813,NA,-2.674047404551964,NA,NA,11.324084118396858,NA,NA,NA
MR,2017-04-01,0.5855855853333334,62.45,0.4975,NA,7.215,0.247916666625,0.477916666625,23.6,7.716666666666667,33429.42072962903,0.5311374163664437,0,0.6931471805599453,NA,4.984393613319048,-3.218875825,6.533970507476944,5.294710027291385,8.406052066852544,3.4313956288113534,2.788923950197564,1.7382206375148388,5.61712811665498,4.984393613319048,0.009737175277858244,-1.7719568419318752,NA,7.1631723908466425,NA,-1.5351811420210315,NA,0,-1.155182640156504,4.9746564380411895,4.031591672561977,11.173389665520837,7.863447887944241,6.667831429337705,-1.6834378160186565
MR,2017-08-01,0.88513513525,39.375,0.245,7.42,7.4175,0.45,0.425,28.6,4.025,NA,NA,NA,NA,NA,NA,-4.803316293129018,4.152033551424006,NA,NA,NA,NA,NA,NA,NA,NA,-2.3279029009783354,-1.2552660987134865,7.93370726506581,-1.5970153924355432,-2.5902671654458262,-2.4079456086518722,NA,-3.158251203051766,NA,NA,10.585099685171283,NA,NA,NA
MR,2017-09-01,0.540540541,29,0.9,13.0475,8.67,0.95,0.025,27.5,6.1,NA,NA,NA,NA,NA,NA,-3.381762469023548,4.194907635087442,NA,NA,NA,NA,NA,NA,NA,NA,-2.0024805005437076,-4.199705077879927,6.7357800142423265,-4.605170185988091,NA,-4.605170185988091,NA,-2.659260036932778,NA,NA,12.391340491796651,NA,NA,NA
MR,2017-10-01,0.62162162175,65.225,0.5125,4.475,7.5425,0.85,0,27.65,9.1,58165.28534075806,0.5514403292181069,1.0986122886681098,1.0986122886681098,NA,6.6318589213423875,-2.5399543515722374,4.196777229998456,8.28277532917079,11.472042234200073,6.497385796158882,4.244961669468048,4.7620683166244815,7.227080564732025,6.6318589213423875,1.6572024833011978,-1.9310215365615626,-1.0010319603292457,7.363596594415368,-0.08338160893905101,NA,-4.382026634673881,0,-2.900422093749666,4.9746564380411895,4.031591672561977,11.363148429333934,8.23473163713147,6.709973917575591,-0.07811499623320366
MR,2017-11-01,0.50675675675,86.975,0.3875,4.195,7.645,0.6499999999999999,0.2,17.825,5.9625,40534.10012569355,0.6589327146171694,0.6931471805599453,1.0986122886681098,NA,5.996698998432792,-4.943093474876619,4.189494845843866,7.017222850129465,9.998897384193224,5.024240946152034,3.585064533817891,3.259104227867902,6.413832850375333,5.996698998432792,1.022042560391602,-2.855970331178832,-0.9942522733438669,6.933103773995575,0.04879016416943205,-2.0794415416798357,-1.281934345795648,0,-2.995732273553991,4.9746564380411895,4.031591672561977,10.224003281670173,8.106581027238104,6.739793156325322,-0.7430941578925304
MR,2017-12-01,0.331081081,71.475,0.46,3.835,7.81,0.7,0.1625,21.325,6.6,27964.32348643548,0.8017316017316019,NA,NA,NA,4.876013901923719,-4.6540978596115155,NA,5.161533811371005,5.861153506436568,0.886497068395378,0.7641582162031344,-0.7806462117798862,5.0969952902334335,4.876013901923719,-0.09864253611747048,-2.695627681103653,-1.3963446969733921,6.6391893237225865,-0.6348782724359695,-2.436116485618568,0.20701416938432612,0,-2.8134107167600364,4.9746564380411895,4.031591672561977,9.220712085791737,7.656447953352795,6.641799718216454,-1.765785816292735
MR,2018-01-01,0.12837837825,90.7,0.395,NA,7.775,0.65,0.1125,6.9,7.525,NA,NA,NA,NA,NA,NA,-3.3104430183936913,-0.0779615414697118,NA,NA,NA,NA,NA,NA,NA,NA,-1.9310215365615626,-1.9054882345563977,7.100645787125326,-0.6115671935675224,-1.6094379124341003,-3.7942399697717626,NA,-2.353878387381596,NA,NA,11.16548604320055,NA,NA,NA
MR,2018-02-01,0.554054054,81.5,0.4525,NA,7.92,0.8,0.1125,17.175,5.73,15892.055632741934,0.8046387154326494,NA,NA,NA,4.849754187340164,-3.4900285953687713,1.6582280766035324,2.857324022649959,5.1647753052951755,-0.7281268994559721,0.09765921494547607,-1.3427606753125205,5.0671160903497,4.849754187340164,-1.0431480174109844,-1.3862943611198906,-1.7573580425107227,7.436911859432851,-0.8324092478934529,-2.5902671654458267,-2.353878387381596,0,-1.8971199848858813,5.892902204751148,4.871684890834134,9.745230321668485,7.268367604427376,6.507535980607696,-1.657781793267533
MR,2018-03-01,0.422297297,92.5,0.5275,NA,8.205,0.425,0.25,23.225,6.475,20523.04808854839,0.905945945945946,NA,NA,NA,4.7761577677596225,-3.6400892899445045,1.1939224684724346,4.354148441121216,5.6852628399729035,-0.20763936477824438,0.8103294351829385,-0.9224133893012252,4.874933404789965,4.7761577677596225,-1.1167444369915251,-1.3963446969733921,-1.0427046567298137,7.455153882978968,-0.040821994520255166,-2.5902671654458267,-1.0569906139772902,0,-2.3025850929940455,5.892902204751148,4.871684890834134,10.55635646632197,7.52200437311222,6.607676229274129,-1.831518461514506
MR,2018-04-01,0.63513513525,65.7,0.465,NA,8.225,0.7875,0.08750000000000001,23.05,6.625,33429.42072962903,0.8713272543059776,NA,NA,NA,4.802072056525093,-2.7927914295573006,1.4469189829363254,3.232525473118296,6.21702167340536,0.324119468654212,1.2772119666943385,-0.4508097559323446,4.939809706711022,4.802072056525093,-1.0908301482260545,-1.3963446969733921,-0.9100601821235189,6.634830447505263,-0.5129111302570121,-3.6888794541139363,-4.286716454869556,0,0.25075871834718305,5.892902204751148,4.871684890834134,10.493102644493378,7.863447887944241,6.667831429337705,-1.8657593728126112
MR,2018-05-01,0.689189189,108.575,0.3,NA,8.3525,0.85,0.0875,27.95,4.9,NA,NA,NA,NA,NA,NA,-3.816712825623821,0.7619733714897978,NA,NA,NA,NA,NA,NA,NA,NA,-2.184802057337662,-1.040343380544134,7.935050568899204,-0.6603573577369546,-4.382026634673881,-1.4842747694800942,NA,-3.158251203051766,NA,NA,10.141885703415518,NA,NA,NA
MR,2018-06-01,0.756756757,40.175,0.2625,NA,8.04,0.75,0.025,28.525,3.5749999999999997,32542.290357,0.2171428571428571,NA,NA,1.6094379124341003,1.6827258270039256,-4.199705077879927,1.3825373122421782,3.0457246255202945,3.8502746361940283,-2.0426275685571196,0.6403489949929744,-3.322717504039851,3.2099256412010537,1.6827258270039256,-4.2101763777472225,-3.158251203051766,-0.8645287973155655,8.34610826654827,-1.2819343457956478,-1.984131361875511,-2.1099007491645443,0,-2.8134107167600364,5.892902204751148,4.871684890834134,10.367980651079405,8.501955077319957,7.172992140233879,-5.490266313229955
MR,2018-07-01,0.581081081,71.6,0.8325,NA,8.145,0.9375,0.0125,28.725,8,NA,NA,NA,NA,NA,NA,-1.701005105959591,0.6767637013094212,NA,NA,NA,NA,NA,NA,NA,NA,-2.3279029009783354,-3.4265151896464454,7.23615934095384,-4.382026634673881,-2.995732273553991,-4.892852258439873,NA,-3.2188758248682006,NA,NA,12.323725344505005,NA,NA,NA
MR,2018-08-01,0,93.225,0.5975,NA,8.3075,0.6000000000000001,0.1,29,7.0575,48031.56163466129,0.5867970660146699,1.0986122886681098,1.0986122886681098,NA,6.521510864173522,-2.624168717121508,1.4170660197866443,7.036079474218347,10.004032183665263,4.111129978914114,2.94944508679093,3.4363010188548775,7.054587096874332,6.521510864173522,0.6286086594223741,-2.059638914383656,-1.7867719277170158,7.500667673746237,-1.458865053954726,-1.2039728043259361,-4.382026634673881,0,-3.0470255679415414,5.892902204751148,4.871684890834134,11.187227127832248,8.331127415545945,6.567731164810385,-0.046220300636863255
MR,2018-10-01,0.560810811,71.15,1.0675,NA,8.502500000000001,0.8,0.07500000000000001,26.25,9.7,NA,NA,NA,NA,NA,NA,-2.4079456086518722,2.180417459019838,NA,NA,NA,NA,NA,NA,NA,NA,-2.120263536200091,-3.7942399697717626,6.859090107000856,-3.6888794541139363,-2.3025850929940455,-4.382026634673881,NA,-3.2188758248682006,NA,NA,12.44685430884934,NA,NA,NA
MR,2018-11-01,0.331081081,75.65,0.64,NA,8.885,0.9,0.05,20.875,9.01,NA,NA,NA,NA,NA,NA,-3.4265151896464454,0.22314355131420976,NA,NA,NA,NA,NA,NA,NA,NA,-1.3280254529959148,-1.701005105959591,6.672349351095727,-1.7793369492294977,NA,-4.382026634673881,NA,-3.3524072174927233,NA,NA,12.160876512414433,NA,NA,NA
MR,2019-03-01,0.18666666666666668,82.66666666666667,0.48,NA,NA,0.9,0.1,21.3,7.066666666666666,21286.67132283871,0.8478701825557808,NA,NA,NA,6.383206192796342,NA,-1.6094379124341003,5.052740281229393,8.292216924203744,3.2065408667102493,1.7439829898894692,1.837670460302787,6.5482339343142755,6.383206192796342,1.2975301353028466,NA,-1.4696759700589417,6.977592238570916,-0.19439413802822383,NA,-3.757872325600888,0,NA,5.085676057493496,4.4218666151761665,10.285599331934401,7.601545514187714,6.454546463900958,-0.0713402711046162
MR,2019-10-01,0.2625,82.175,0.5660000000000001,NA,7.7025,0.52,0.37,29.5,8.3,36090.92146112903,0.5553398058252427,NA,NA,NA,3.701131478097392,NA,2.024853351395433,4.117031463498136,6.0647524616778075,0.9790764041843119,1.7754458937365312,-0.6825436228181987,4.289306567941276,3.701131478097392,-1.384544579396103,NA,-1.647659125254298,8.04478667755419,-1.7287846700666665,-2.2302644314144198,-3.5935692743096115,0,NA,5.085676057493496,4.4218666151761665,11.213048404532202,7.89479760472141,6.747296084496006,-3.0461646063986136
MR,2020-01-01,0.41891891891891897,68.875,0.63,5.3335,7.765,0.7,0.3,21.3,7.172499999999999,NA,0.728125,NA,NA,NA,4.189325301403186,-2.3025850929940455,3.0457122058590116,2.5614786395590157,5.9753458739622225,1.6802309644252,1.4687380303309652,NA,4.506607843631257,4.189325301403186,-0.10578960813383696,-2.504884892503665,-1.5141277326297755,7.808424629953335,-0.1654644397275317,NA,-1.3093333199837622,0,-2.18658141723774,4.2951149095370225,2.997439384360832,10.345574588990315,NA,NA,NA
MR,2020-02-01,NA,77.275,0.2835,4.9559999999999995,7.825,0.3,0.625,13.325,6.457875,NA,NA,NA,NA,NA,NA,-2.3025850929940455,3.18738515777683,NA,NA,NA,NA,NA,NA,NA,NA,-2.070878311019348,-1.8805906829346708,7.643243300031608,-1.1162672239068303,NA,-1.0286199168480745,NA,-1.9659343008862409,NA,NA,10.646418251130468,NA,NA,NA
MR,2020-03-01,0.8445945945945947,94.225,0.6749999999999999,5.0045,7.8575,0.775,0.125,21.6,7.5454,NA,NA,NA,NA,NA,NA,-2.3025850929940455,3.3690184832979204,NA,NA,NA,NA,NA,NA,NA,NA,-2.2305668027054066,-1.6220166946409604,7.80394533914929,-0.9225603448877504,-2.5902671654458267,-0.8209805520698302,NA,-2.23380557759922,NA,NA,9.454569389940273,NA,NA,NA
MR,2020-06-01,0.5337837837837838,48.175,0.69275,NA,7.7575,0.3125,0.4775,29.5,6.5725750000000005,31768.829300951613,0.16077170418006428,0.6931471805599453,0.6931471805599453,NA,2.650309853265631,NA,2.9806186357439426,5.002161187562595,8.519606766399406,4.224491856862382,4.041527006382687,1.3277091463546202,4.478079760016719,2.650309853265631,-1.6448050562713916,NA,-1.4167535686045991,7.310550158534422,-1.8483298207164494,-1.7867719277170158,-4.605170185988091,0,NA,4.2951149095370225,2.997439384360832,11.894881703016635,8.064133831255996,7.191897620044785,-4.541587766779155
MR,2020-07-01,0.0135135135135135,95.4225,0.2525,NA,8.81,0.2,0.8,31.575000000000003,6.81245,NA,NA,NA,NA,NA,NA,NA,2.598979106047848,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.220779922642317,8.571728724064252,-1.5255564284533982,NA,-2.353878387381596,NA,NA,NA,NA,11.441579167964132,NA,NA,NA
MR,2020-08-01,0.6148648648648648,33.725,0.3175,18.4825,8.145,0.5,0.475,28.675,6.800225,NA,NA,NA,NA,NA,NA,-2.1899039387185883,2.4553061800117097,NA,NA,NA,NA,NA,NA,NA,NA,-1.3925136609338074,-1.3375041969504586,6.910002751522616,-1.6220166946409604,-3.6888794541139363,-1.897119984885881,NA,-2.9836060937561504,NA,NA,11.509518909866753,NA,NA,NA
MR,2020-09-01,0.5202702702702703,NA,0.34750000000000003,NA,NA,0.85,0.15,NA,6.50575,42795.10925351613,0.17307692307692304,0.6931471805599453,1.0986122886681098,NA,0.9355114251737044,NA,NA,3.5525016607602846,6.244878627908326,1.9497637183713035,3.5553480614894135,0.17853575079694264,2.6895305664189126,0.9355114251737044,-3.3596034843633182,NA,-1.5970153924355432,NA,-1.2292906123102258,NA,-2.162823150618887,0,NA,4.2951149095370225,2.997439384360832,10.751923476915684,7.7001896402158865,6.066342877111384,-5.13083145193768
MR,2020-10-01,0.412162162162162,64.425,0.565,NA,7.6525,0.5,0.5,22.375,7.0079,NA,NA,NA,NA,NA,NA,NA,2.9403516902011853,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1472774606493907,8.4906952001100091,-0.8794767587514388,NA,-2.059638914383656,NA,NA,NA,NA,11.690876767325168,NA,NA,NA
MR,2020-11-01,0.5,62.525,0.6475,NA,7.705,0.525,0.475,21.7,8.111725,41079.80236306452,0.4057971014492754,0,1.3862943611198906,NA,1.3773441774527437,NA,3.4544221428994533,2.55599917379439,6.806063043616375,2.5109481340793525,4.526816871741576,0.09230579870394523,2.279246171874799,1.3773441774527437,-2.917770732084279,NA,-1.8643301620628905,8.801619971147346,-1.4271163556401458,NA,-1.8805906829346708,0,NA,4.2951149095370225,2.997439384360832,9.207090036005487,8.111356207892756,6.71375724491243,-5.336413067459687
MR,2020-12-01,0.358108108108108,60.95,0.2325,NA,7.41,0.55,0.45,12.225,7.264075,NA,NA,NA,NA,NA,NA,NA,2.0719132752590443,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7573580425107227,7.430410654501705,-1.3963446969733921,NA,-2.436116485618568,NA,NA,NA,NA,11.067509391958652,NA,NA,NA
