site_code,collection_period,ammonia,bluegreen_cyano,canopy,conductivity,d_oxygen,depth_mx,diatoms,doc,flood_duration,flood_total_days,gravel,green_algae,lf_days,lf_drought_duration,lf_min,nitrate,ph,phosphate,q_med_yr,q_q25_yr,rain,sand,silt,temperature,turbidity,width,wk4_75q_30mu,wk4_iqr,wk4_max,wk4_max_30mu,wk4_max_to_annual_med,wk4_max_to_wk4_med,wk4_max_to_wk4_med_30mu,wk4_med,wk4_med_30mu,wk4_min,wk4_min_to_annual_med,wk4_min_to_wk4_med,wk4_min_to_wk4_med_30mu
GC,2018-08-01,0.14,0.33666666666666667,0,437.3333333333333,58,0.09333333333333334,0.23,NA,2,3,0,0.03666666666666667,10,8,0.2831685,0.0725,7.753333333333333,0.0425,12.1762455,0.2831685,62743.185390268205,1,0,27.4,4.725,1.2433333333333334,1897.2769059556451,59.96092987499999,555.01026,18138.184712612903,45.58139534883721,19.898477157360407,0.8754538643305863,27.89209725,633.9685991612903,0.2831685,0.02325581395348837,0.01015228426395939,4.46660134862544e-4
GC,2018-11-01,0.13,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,1,818.356965,0,NA,0.0075,12.1762455,0.2831685,217041.6074138677,NA,NA,NA,21.5,NA,662.3402559677419,2123.05582875,34546.557,21858.278910725807,2837.2093023255816,14.681107099879666,128.26208603937397,2353.1302349999996,269.3434830725806,818.356965,67.20930232558139,0.34777376654632974,3.038339579129432
GC,2019-03-01,NA,0.21333333333333335,0.2725,329.9,67.8,0.856475,0.5549999999999999,NA,3,3,0.1,0.4016666666666666,0,1,67.6772715,NA,NA,NA,1.132674,0.2831685,75534.87102828559,0.75,0.15,20.85,0.9,8.6225,775.1554998145161,252.72788625,7390.69785,10189.087715080645,6525,43.28358208955223,28.460875529838013,170.7506055,259.6792162016129,67.6772715,59.75000000000001,0.3963515754560531,0.2606187452732293
GC,2020-01-01,0.07704749999999999,0.025,0.554054054054054,553.5,55.175,0.2125,0.2175,10.495,0,0,NA,0.0975,28,28,0.2831685,0.1075,7.922499999999999,0.101555,0.2831685,0.2831685,22986.79552683355,NA,NA,18.85,9.5,6.625,NA,0,0.2831685,NA,1,1,NA,0.2831685,NA,0.2831685,1,1,NA
GC,2020-02-01,1.142125,0.44,0.7094594594594598,649.875,67.775,0.39025,0.3175,11.57,NA,NA,NA,0.035,NA,NA,NA,0.1,7.3025,1.4370025,NA,NA,68820.20585288694,NA,NA,18.9,44.25,9.27745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2020-03-01,0.110995,0.13,0.9256756756756758,470.75,45.925,0.425,0.29500000000000004,10.3975,NA,NA,0,0.9175,NA,NA,NA,0.2479625,7.49,1.7044675,NA,NA,11293.35961702029,0.9,0.1,20.125,60.05,6.482675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2020-06-01,NA,0.1725,0.7905405405405405,293.8,27.15,0.4545,0.305,NA,2,5,NA,0.3725,23,16,0.2831685,NA,7.34,NA,0.2831685,0.2831685,145041.84213763653,NA,NA,24.85,60.974999999999994,6.8035,965.6730935080644,0,521.03004,18819.61600616129,1840,1840,1.904666499707822,0.2831685,273.5544727016129,0.2831685,1,1,0.00103514483679772
GC,2020-07-01,NA,NA,NA,NA,NA,0.28875,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,105981.34054948992,1,0,NA,NA,4.828575000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2020-08-01,NA,0.3225,0.7027027027027027,278.625,40.5,0.315,0.3275,NA,NA,NA,0.1,0.0425,NA,NA,NA,NA,8.07,NA,NA,NA,104107.79828162411,0.525,0.375,26.675,5.825,6.6272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2020-09-01,NA,0.365,0.7027027027027027,NA,NA,NA,0.3975,NA,0,0,0,0.8975,28,28,0.2831685,NA,NA,NA,0.2831685,0.2831685,31422.822078528305,0.9,0.1,NA,NA,NA,404.2481535362903,0,0.2831685,15082.385546564516,1,1,0.00363338021565869,0.2831685,77.93527877419355,0.2831685,1,1,0.00363338021565869
GC,2020-10-01,NA,0.2725,0.6554054054054055,434.8,20.425,0.3225,0.31,NA,NA,NA,0,0.01,NA,NA,NA,NA,7.4825,NA,NA,NA,139128.00052716254,0.675,0.325,22.2,6.5649999999999995,7.2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,2020-11-01,NA,0.375,0.7027027027027027,444.325,37.625,0.1475,0.435,NA,0,0,0,0.1825,28,28,0.2831685,NA,5.609999999999999,NA,0.2831685,0.2831685,13736.797027126717,0.5,0.5,16.475,1.7875,5.018225,974.1201925524192,0,0.2831685,23855.63076164516,1,1,0.00124972284372417,0.2831685,226.58503957258063,0.2831685,1,1,0.00124972284372417
GC,2020-12-01,0.07845,0.18,0.722972972972973,278.875,59.05,0.27499999999999997,0.48,11.195,NA,NA,0,0.15,NA,NA,NA,0.12745,7.255,0.06897249999999999,NA,NA,82791.78482791594,0.6,0.4,12.275,7.8125,8.369425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2017-04-01,0.17,NA,0.5855855853333334,1291,62.45,0.4975,NA,NA,1,2,0.215416666625,NA,0,1,146.114946,0.03999999999472803,7.215,0.315,144.6991035,56.350531499999995,71210.08036371105,0.247916666625,0.47791666662500004,23.6,688.125,7.716666666666667,2600.471068899193,199.27983187499996,4474.0623,33429.42072962903,30.919765166340504,16.263510036026766,5.687214797440869,275.09819774999994,786.6877653387097,146.114946,1.009784735812133,0.5311374163664437,0.185734356675917
MR,2017-08-01,0.0975,0.28500000000000003,0.88513513525,2789.75,39.375,0.245,0.2025,7.42,NA,NA,0.07500000000000001,0.09,NA,NA,NA,0.0082025,7.4175,0.0425,NA,NA,39541.24902690881,0.45,0.425,28.6,63.5631278490187,4.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2017-09-01,0.135,0.015,0.540540541,842,29,0.9,0.01,13.0475,NA,NA,0,0.01,NA,NA,NA,0.0339875,8.67,0.07,NA,NA,240708.1521717829,0.95,0.025,27.5,66.34760310371215,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2017-10-01,0.145,0.3675,0.62162162175,1577.5,65.225,0.5125,0.92,4.475,3,3,0,0.0125,0,1,758.89158,0.07887,7.5425,0.055,144.6991035,56.350531499999995,86089.99050271824,0.85,0,27.65,66.4717622723424,9.1,3769.628133060484,3955.15602375,95994.1215,58165.28534075806,663.4050880626222,69.75308641975307,116.98764332628296,1376.19891,820.5492372580645,758.89158,5.244618395303326,0.5514403292181069,0.9248580652343316
MR,2017-11-01,0.0575,0.37,0.50675675675,1025.6725,86.975,0.3875,1.05,4.195,2,3,0.125,0.27749999999999997,0,1,402.09927,0.0071325,7.645,0.05,144.6991035,56.350531499999995,27556.76344837308,0.6499999999999999,0.2,17.825,65.98944769561012,5.9625,3316.2205577540326,1115.68389,22002.19245,40534.10012569355,152.05479452054792,36.05568445475638,26.02621314114685,610.2281174999999,845.385855048387,402.09927,2.778864970645792,0.6589327146171694,0.4756399312796465
MR,2017-12-01,0.0675,0.2475,0.331081081,764.475,71.475,0.46,0.53,3.835,0,0,0.08750000000000001,1.23,0,1,131.1070155,0.0095225,7.81,0.06,144.6991035,56.350531499999995,10104.256864742252,0.7,0.1625,21.325,NA,6.6,2114.2342165282257,174.43179600000008,351.12894,27964.32348643548,2.426614481409002,2.147186147186148,0.4581098796329401,163.52980874999997,766.4731882258064,131.1070155,0.9060665362035224,0.8017316017316019,0.17105231795971873
MR,2018-01-01,0.14500000000000002,0.14875000000000002,0.12837837825,1212.75,90.7,0.395,0.5425,NA,NA,NA,0.2,0.0225,NA,NA,NA,0.0365,7.775,0.095,NA,NA,70649.48108386414,0.65,0.1125,6.9,0.925,7.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2018-02-01,0.25,0.1725,0.554054054,1697.5,81.5,0.4525,0.435,NA,0,0,0.075,0.095,0,1,127.7089935,0.0305,7.92,0.15,362.45568,130.5406785,17072.603473889078,0.8,0.1125,17.175,5.25,5.73,1434.2073473951612,17.414862750000026,174.998133,15892.055632741934,0.4828125,1.102586975914362,0.26112379459569973,158.71594425,670.1730620564516,127.7089935,0.35234375000000007,0.8046387154326494,0.1905612157971854
MR,2018-03-01,0.2475,0.3525,0.422297297,1728.75,92.5,0.5275,0.96,NA,0,0,0.075,0.3475,0,1,118.6476015,0.02625,8.205,0.1,362.45568,130.5406785,38420.88482276652,0.425,0.25,23.225,3.3,6.475,1848.2682029032255,77.80054537500001,294.49524,20523.04808854839,0.8125000000000001,2.2486486486486488,0.397558419138048,130.96543125,740.7596615322581,118.6476015,0.32734375,0.905945945945946,0.16017017078734816
MR,2018-04-01,0.2475,0.4025,0.63513513525,761.1500000000001,65.7,0.465,0.59875,NA,0,0,0.025,0.01375,0,1,121.762455,0.06125,8.225,1.285,362.45568,130.5406785,36065.883587296616,0.7875,0.08750000000000001,23.05,4.25,6.625,2600.471068899193,25.34358075000003,501.208245,33429.42072962903,1.3828125,3.5866261398176285,0.6371120374348315,139.74365475000002,786.6877653387097,121.762455,0.33593750000000006,0.8713272543059776,0.15477863056326416
MR,2018-05-01,0.1125,0.35333333333333333,0.689189189,2793.5,108.575,0.3,0.5166666666666666,NA,NA,NA,0.0125,0.22666666666666668,NA,NA,NA,0.022,8.3525,0.0425,NA,NA,25384.28862159156,0.85,0.0875,27.95,2.1425,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2018-06-01,0.0425,0.42125,0.756756757,4213.75,40.175,0.2625,0.2775,NA,0,0,0.1375,0.12125,5,1,5.3802015,0.015,8.04,0.06,362.45568,130.5406785,31824.147981487444,0.75,0.025,28.525,3.985,3.5749999999999997,4924.3869924435485,21.025261125000007,47.005970999999995,32542.290357,0.12968749999999998,1.897142857142857,0.03605471965808971,24.77724375,1303.7397446370967,5.3802015,0.01484375,0.2171428571428571,0.00412674502110665
MR,2018-07-01,0.0975,0.0325,0.581081081,1388.75,71.6,0.8325,0.0125,NA,NA,NA,0.05,0.0075,NA,NA,NA,0.1825,8.145,0.04,NA,NA,224970.67615767865,0.9375,0.0125,28.725,1.9675,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2018-08-01,0.1275,0.1675,0,1809.25,93.225,0.5975,0.2325,NA,3,3,0.3,0.0125,0,1,679.6043999999999,0.07250000000000001,8.3075,0.0475,362.45568,130.5406785,72202.29620959894,0.6000000000000001,0.1,29,4.125,7.0575,4151.094924048387,1136.9215275,22115.45985,48031.56163466129,61.015625,19.095354523227385,31.071811292423593,1158.159165,711.7531592177419,679.6043999999999,1.875,0.5867970660146699,0.9548315890117364
MR,2018-10-01,0.12,0.0225,0.560810811,952.5,71.15,1.0675,0.025,NA,NA,NA,0.1,0.0125,NA,NA,NA,0.09,8.502500000000001,0.04,NA,NA,254448.64552359952,0.8,0.07500000000000001,26.25,8.85,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2018-11-01,0.265,0.1825,0.331081081,790.25,75.65,0.64,0.16875,NA,NA,NA,0,0.0125,NA,NA,NA,0.0325,8.885,0.035,NA,NA,191161.99949097913,0.9,0.05,20.875,1.25,9.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2019-03-01,NA,0.23,0.18666666666666668,1072.3333333333333,82.66666666666667,0.48,0.8233333333333334,NA,0,0,0,0.02333333333333333,0,1,591.8221649999999,NA,NA,NA,161.6892135,83.251539,29307.517496243305,0.9,0.1,21.3,0.2,7.066666666666666,2001.2865228991936,156.45059625,3992.67585,21286.67132283871,24.69352014010508,5.720081135902637,6.2818872968195345,698.0103525,635.5853999516129,591.8221649999999,3.660245183887916,0.8478701825557808,0.9311449964789238
MR,2019-10-01,NA,0.1925,0.2625,3117.5,82.175,0.5660000000000001,0.17750000000000002,NA,0,0,0.1075,0.0275,0,1,40.493095499999995,NA,7.7025,NA,161.6892135,83.251539,74090.93021479133,0.52,0.37,29.5,7.575,8.3,2683.286437064516,61.37677237499999,430.41612,36090.92146112903,2.6619964973730297,5.902912621359223,0.5053299873453017,72.91588875,851.7525790645161,40.493095499999995,0.2504378283712784,0.5553398058252427,0.0475409132831435
MR,2020-01-01,0.08168500000000001,0.22,0.41891891891891897,2461.25,68.875,0.63,0.8475,5.3335,0,0,0,0.27,0,1,65.9782605,0.1,7.765,0.1123,73.34064149999999,20.034171375,31119.023180252298,0.7,0.3,21.3,21.025,7.172499999999999,NA,12.954958875000004,393.604215,NA,5.366795366795368,4.34375,NA,90.61392,NA,65.9782605,0.8996138996138998,0.728125,NA
MR,2020-02-01,0.126075,0.1525,NA,2086.5,77.275,0.2835,0.3275,4.9559999999999995,NA,NA,0,0.35750000000000004,NA,NA,NA,0.1,7.825,0.140025,NA,NA,42041.741590981415,0.3,0.625,13.325,24.225,6.457875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2020-03-01,0.1074675,0.1975,0.8445945945945947,2450.25,94.225,0.6749999999999999,0.3975,5.0045,NA,NA,0.075,0.44,NA,NA,NA,0.1,7.8575,0.10712,NA,NA,12766.36669743695,0.775,0.125,21.6,29.05,7.5454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2020-06-01,NA,0.2425,0.5337837837837838,1496,48.175,0.69275,0.1575,NA,2,2,0.1675,0.01,0,1,14.158425,NA,7.7575,NA,73.34064149999999,20.034171375,146514.7965992686,0.3125,0.4775,29.5,19.7,6.5725750000000005,3178.401992080645,148.734254625,5012.08245,31768.829300951613,68.33976833976834,56.91318327974276,3.7723914844467057,88.0654035,1328.622034766129,14.158425,0.19305019305019308,0.16077170418006428,0.01065647311990594
MR,2020-07-01,NA,0.29500000000000004,0.0135135135135135,5280.25,95.4225,0.2525,0.2175,NA,NA,NA,0,0.095,NA,NA,NA,NA,8.81,NA,NA,NA,93113.93855078166,0.2,0.8,31.575000000000003,13.45,6.81245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2020-08-01,0.24845,0.2625,0.6148648648648648,1002.25,33.725,0.3175,0.1975,18.4825,NA,NA,0.025,0.15000000000000002,NA,NA,NA,0.1119275,8.145,0.05061,NA,NA,99659.924062234,0.5,0.475,28.675,11.65,6.800225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2020-09-01,NA,0.2025,0.5202702702702703,NA,NA,0.34750000000000003,0.2925,NA,2,3,0,0.115,0,1,2.5485165,NA,NA,NA,73.34064149999999,20.034171375,46719.80655220274,0.85,0.15,NA,NA,6.50575,2208.7668231895163,34.900517625,515.36667,42795.10925351613,7.027027027027028,34.99999999999999,1.195465621358195,14.724762000000002,431.1012050806452,2.5485165,0.03474903474903475,0.17307692307692304,0.00591164318254052
MR,2020-10-01,NA,0.3175,0.412162162162162,4869.25,64.425,0.565,0.415,NA,NA,NA,0,0.1275,NA,NA,NA,NA,7.6525,NA,NA,NA,119476.7137472116,0.5,0.5,22.375,18.9225,7.0079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MR,2020-11-01,NA,0.155,0.5,6645,62.525,0.6475,0.24,NA,1,4,0,0.1525,0,1,3.964359,NA,7.705,NA,73.34064149999999,20.034171375,9967.549406527847,0.525,0.475,21.7,31.64,8.111725,3332.0939790725806,12.884166750000002,903.307515,41079.80236306452,12.316602316602316,92.46376811594205,1.0967001402897842,9.76931325,823.6595235241936,3.964359,0.05405405405405406,0.4057971014492754,0.0048131040639677
MR,2020-12-01,NA,0.1725,0.358108108108108,1686.5,60.95,0.2325,0.2475,NA,NA,NA,0,0.0875,NA,NA,NA,NA,7.41,NA,NA,NA,64055.77018069147,0.55,0.45,12.225,7.94,7.264075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2017-03-01,0.075,NA,0.128378378375,736.75,77.65,0.28625,NA,NA,2,8,0.175,NA,19,13,0.2831685,0.0230000000012187,7.1825,0.298,0.8495054999999999,0.2831685,87251.85704294394,0.575,0,18.875,701.775,3.755,18.25762614285714,29.661900375,2214.37767,-Inf,2606.666666666667,1203.076923076923,270.32098765432096,1.84059525,8.191660178571428,0.2831685,0.33333333333333337,0.15384615384615383,0.0345679012345679
PD,2017-08-01,0.0625,0.8,0,1272.25,88.275,0.16125,0.08,7.6875,NA,NA,0.1,0.4025,NA,NA,NA,0.71675,7.6,0.0575,NA,NA,26180.000078455378,0.55,0.1,31.15,66.67510175648955,1.2625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2017-09-01,0.105,0.4875,0,755.75,51.25,0.45,0,6.15,NA,NA,0.25,0.0175,NA,NA,NA,0.7126450000000001,7.0675,0.2975,NA,NA,309855.44809668104,0.3375,0.125,23.325,66.56890270389952,4.6125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2017-10-01,0.0525,0.48833333325000006,0,890.75,62.825,0.6525,0.04458333325,3.81,0,0,0.1125,0.053333333250000003,14,4,3.964359,0.0136475,7.3,0.055,0.8495054999999999,0.2831685,52469.91116697328,0.375,0.125,26.85,66.32630152797053,5.3375,72.00907533928572,1.1326740000000006,7.0792125,-Inf,8.333333333333334,1.4285714285714284,1,4.95544875,7.0792125,3.964359,4.666666666666667,0.7999999999999999,0.56
PD,2017-11-01,0.1025,0.375,0,873.75,69.55,0.525,0.0375,2.7925,0,0,0.09875,0.0775,27,3,1.6990109999999998,0.0153,7.612500000000001,0.0625,0.8495054999999999,0.2831685,34963.966450845874,0.26125,0.24,18.825,66.20117815052413,5.28,37.54460349375,0.8495054999999998,5.9465385,-Inf,7.000000000000001,2.1,0.9220636663007684,2.831685,6.4491625875,1.6990109999999998,2,0.6,0.26344676180021953
PD,2017-12-01,0.0575,0.4775,0,943.75,55.75,0.445,0.3075,5.445,0,0,0.13181818175,0.2425,28,12,0.2831685,0.1169,7.65,0.0525,0.8495054999999999,0.2831685,7271.102775755829,0.3876623375,0.291883117,20.4,NA,4.86625,98.73731634375,1.4158425,1.9821795,-Inf,2.3333333333333335,2.8000000000000003,0.10035842293906808,0.70792125,19.751002875,0.2831685,0.33333333333333337,0.4,0.01433691756272401
PD,2018-01-01,0.19,0.18125,0,702.25,80.325,0.53,0.1925,NA,NA,NA,0.1,0.045,NA,NA,NA,0.02,7.5625,0.0875,NA,NA,71766.31856657211,0.375,0.1125,9,0.17500000000000002,5.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2018-02-01,0.3225,0.195,0,756.4,99.375,0.3825,0.325,NA,0.5,0,0.1,0.3325,28,21,1.132674,0.016,7.875,0.1275,1.9821795,0.2831685,36945.063141859624,0.35000000000000003,0.25,15.1,NA,4.345,10.61881875,0,2.265348,-Inf,1.1428571428571428,1.3333333333333337,0.4072727272727272,1.6990109999999998,5.562238392857143,1.132674,0.5714285714285714,0.6666666666666667,0.2036363636363636
PD,2018-03-01,0.18,0.3625,0.1283783785,769.5,68.425,0.5275,0.9125,NA,0,0,0.1,0,27,13,1.6990109999999998,0.0255,7.785,0.0975,1.9821795,0.2831685,48406.37876360709,0.3,0.475,21.625,0.5,4.47,14.478675089285714,1.4158424999999997,18.689121,-Inf,9.428571428571429,9.428571428571429,2.325503355704698,1.9821795,8.036591714285715,1.6990109999999998,0.8571428571428571,0.8571428571428571,0.2114093959731543
PD,2018-04-01,0.14250000000000002,0.7675,0.45270270275,904.75,119.55,0.5549999999999999,1.12125,NA,0,0,0.1,0.0925,28,28,2.831685,0.01925,8.0175,0.4975,1.9821795,0.2831685,40921.25338239312,0.4375,0.35,24.825,3.4,5.0375000000000005,31.2429245,0.28316849999999993,4.2475274999999995,-Inf,2.142857142857143,1.3636363636363635,0.5575221238938053,3.1148534999999997,7.618581071428571,2.831685,1.4285714285714284,0.9090909090909092,0.3716814159292035
PD,2018-05-01,0.23,0.2075,0,1007.25,68.175,0.27,0.1925,NA,0,0,0.05,0.3225,28,4,0.2831685,0.022465,8.219999999999999,0.07250000000000001,1.9821795,0.2831685,28024.834312666437,0.6375,0.3125,23.25,10.475,3.9375,49.25109267857143,2.4069322499999997,4.530696,-Inf,2.2857142857142856,1.8823529411764708,0.19741480611045828,2.4069322499999997,22.950132714285715,0.2831685,0.14285714285714285,0.11764705882352942,0.01233842538190364
PD,2018-06-01,0.035,0.35250000000000004,0.195945946,1149,49.975,0.17375000000000002,0.105,NA,0,0,0,0.0825,28,28,0.2831685,0.01875,8.215,0.08750000000000001,1.9821795,0.2831685,34086.721007238855,0.325,0.675,30.4,0,3.28,59.11142437499999,0,0.2831685,-Inf,0.14285714285714285,1,0.01076371091747821,0.2831685,26.30770207142857,0.2831685,0.14285714285714285,1,0.01076371091747821
PD,2018-07-01,0.08,0.715,0.2364864865,907.5,86.5,0.425,0.0675,NA,NA,NA,0,0.12,NA,NA,NA,0.0575,8.254999999999999,0.0375,NA,NA,159725.5751203263,0.45,0.5,30.825,1.2,4.0125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2018-08-01,0.2,0.885,0,1102.5,28.65,0.2175,0.05749999999999999,NA,0,0,0,0.19,28,28,0.2831685,0.0325,8.19,0.0625,1.9821795,0.2831685,46829.243112641125,0.45,0.4,25.775,1.5,3.8425,29.230405517857143,0,0.2831685,-Inf,0.14285714285714285,1,0.02359550561797752,0.2831685,12.000950714285716,0.2831685,0.14285714285714285,1,0.02359550561797752
PD,2018-09-01,0.46,0.6425000000000001,0.027027027,886.75,85.97500000000001,0.3025,0.055,NA,0,0,0.125,0.0425,28,28,0.2831685,0.5625,8.745,0.0425,1.9821795,0.2831685,57312.440580245726,0.3,0.45,31.1,8.275,2.35,6.627491321428571,0,0.2831685,-Inf,0.14285714285714285,1,0.04827586206896552,0.2831685,5.8656332142857135,0.2831685,0.14285714285714285,1,0.04827586206896552
PD,2018-11-01,0.1325,0.43,0,515.25,62.8,0.6224999999999999,0.171875,NA,NA,NA,0.3333333333333333,0.111875,NA,NA,NA,0.0075,8.955,0.03,NA,NA,225502.8783197216,0.13333333333333333,0.03333333333333333,20.175,0,4.1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2019-03-01,NA,1.135,0.5,801.75,68.725,0.515,0.81,NA,1,1,0.125,0.0425,15,2,9.627729,NA,NA,NA,9.3445605,0.2831685,49063.08057735564,0.175,0.425,20.65,2.6025,4.625,19.9161845,10.123273874999995,399.267585,-Inf,42.72727272727273,34.390243902439025,56.07954545454546,11.6099085,7.1196651428571425,9.627729,1.0303030303030305,0.8292682926829269,1.3522727272727275
PD,2019-10-01,NA,0.66,0.055,1237.75,95.325,0.5125,0.175,NA,0.2,0,0.0625,0.225,28,12,0.2831685,NA,7.815,NA,9.3445605,0.2831685,117848.55106911466,0.5625,0.2875,26.175,2.075,4.6875,51.31754851785715,0.8495055,2.265348,-Inf,0.2424242424242424,1.6,0.3870967741935484,1.4158425,5.852149,0.2831685,0.0303030303030303,0.2,0.04838709677419355
PD,2020-01-01,0.0746575,0.48,0.027027027027027,1005.5,79.15,0.58,1.36,3.07275,0,0,0,0.2225,28,28,0.2831685,0.1,7.76,0.103565,0.2831685,0.2831685,20780.7627754632,0.575,0.425,20.125,7.15,6.4525,NA,0,0.2831685,NA,1,1,NA,0.2831685,NA,0.2831685,1,1,NA
PD,2020-02-01,0.1105275,0.335,NA,812.25,95.525,0.58375,0.5975,2.6745,NA,NA,0.075,0.1825,NA,NA,NA,0.1,7.88,0.637935,NA,NA,55306.93816788767,0.225,0.55,13.75,3.7,6.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2020-03-01,0.0923825,0.5725,0,862.5,89.025,0.565,0.355,2.8005,NA,NA,0,0.07250000000000001,NA,NA,NA,0.1,8.0025,0.0859925,NA,NA,14339.584802466536,0.4,0.5,16.825,7.125,4.552375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2020-06-01,NA,0.48,0,631,74.125,0.5505,0.23,NA,0,0,0.075,0.08,28,28,0.2831685,NA,7.6725,NA,0.2831685,0.2831685,123697.02737755052,0.8,0,24.9,18.1,6.502975,124.22669516071429,0,0.2831685,-Inf,1,1,0.00738656348927189,0.2831685,38.33562121428571,0.2831685,1,1,0.00738656348927189
PD,2020-07-01,NA,0.995,NA,1326.5,105.725,0.09075,0.14750000000000002,NA,NA,NA,0.0125,0.15,NA,NA,NA,NA,8.4625,NA,NA,NA,89656.890752446,0.75,0.2,33.75,18.9,3.4128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2020-08-01,0.1401,1.2574999999999998,0.0135135135135135,1013.5,62.474999999999994,0.1575,0.29,6.7355,NA,NA,NA,0.14250000000000002,NA,NA,NA,0.0987625,8.43,0.06444749999999999,NA,NA,84247.14035242469,NA,NA,26.225,58.025,3.41975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2020-09-01,6.83,0.9,0,NA,NA,NA,0.1325,23.6725,0,0,0.05,0.1025,28,28,0.2831685,0.1,NA,0.0694375,0.2831685,0.2831685,39376.03167561241,0.2,0.25,NA,NA,NA,7.429802071428571,0,0.2831685,-Inf,1,1,0.05042016806722688,0.2831685,5.61617525,0.2831685,1,1,0.05042016806722688
PD,2020-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87731.53637518705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2020-11-01,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15871.633284520862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD,2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60736.72496696605,NA,NA,NA,NA,0.8947499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL,2017-04-01,0.088,NA,0.21290540524999998,1135.5,103.65,0.3325,NA,NA,2,5,0.05,NA,0,1,36.5287365,0.4400000000307253,7.3125,0.298,75.03965249999999,43.3247805,118866.7024909448,0.2,0.525,24.625,676.75,3.725,824.9063783709677,1007.65510725,39077.253,21825.714533225804,520.7547169811321,186.1092380310182,423.8581194887546,209.96944275,92.19418291935484,36.5287365,0.4867924528301888,0.1739716790289953,0.3962151986525315
PL,2017-08-01,0.0875,1.4875,0.68918918925,1519.25,116.825,0.1775,1.6975,5.345,NA,NA,0.025,0,NA,NA,NA,0.005,8.035,0.1,NA,NA,39880.88632538696,0.525,0.2,31.05,67.56394506296542,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL,2017-09-01,0.07500000000000001,0.15,0.5202702702499999,1434.75,149.925,0.4,0.55,4.1125,NA,NA,0.0375,0,NA,NA,NA,1.107975,7.6225,0.0425,NA,NA,404584.49315783434,0.2875,0.45,26.85,66.54088038065228,3.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
