site_code,qtr,collection_period,lowest_taxon,is_baseline,dens,dens_b_all,dens_sd20,dens_b_qtr,dens_b_qtr_fill,dens_RR_b_qtr,dens_RR_b_all,dens_LRR_b_qtr,dens_LRR_b_all
EM,4,2017-12-01,E. gracile,test,0.02095154954168485,0.006329654262431379,0.0014836885142943093,0.006329654262431379,0.006329654262431379,0.8954197709435376,0.8954197709435376,-0.110462652847749,-0.110462652847749
EM,4,2017-12-01,G. affinis,test,1.1150880256074494,0.06256910413033936,0.05737199044326551,0.14480392762987088,0.14480392762987088,6.267826099977794,14.503678033377811,1.8354295800083564,2.6744022747352427
EM,4,2017-12-01,I. punctatus,test,0.00465589989815219,0.0052726973142198,NA,NA,0.0052726973142198,-0.04038562431885133,-0.04038562431885133,-3.209281391030662,-3.209281391030662
EM,4,2017-12-01,L. cyanellus,test,0.02095154954168485,0.02021303344672654,0.019405238116610116,0.01293031432843798,0.01293031432843798,0.34980921318200175,0.02444362616751167,-1.0503673783168077,-3.711385785491726
EM,4,2017-12-01,L. gulosus,test,0.04655899898152189,0.012093765070980447,0.0037074472507888667,0.015209237283406996,0.015209237283406996,1.2435823165006923,1.5599529459924686,0.21799617949754446,0.4446556579811979
EM,4,2017-12-01,L. humilis,test,0.00465589989815219,0,NA,NA,0,0.46558998981521893,0.46558998981521893,-0.7644498823337874,-0.7644498823337874
EM,4,2017-12-01,L. macrochirus,test,0.0442310490324458,0.052383671270897804,0.05782493866248007,0.11805430204057678,0.11805430204057678,-0.5764995929987458,-0.13068519489739028,-0.5507806452598367,-2.034963940228016
EM,4,2017-12-01,L. megalotis,test,0.5587079877782628,0.1332638634384436,0.10882199560071489,0.24527973416421328,0.24527973416421328,1.2277835318193773,2.9696541341886986,0.20521053716627966,1.0884454928982972
EM,4,2017-12-01,M. salmoides,test,0.00465589989815219,0.00498336075089986,4.2025802864846507e-4,0.00528052805280528,0.00528052805280528,-0.040877393274273505,-0.021854966865694915,-3.1971781004262025,-3.823327066765244
EM,4,2017-12-01,N. gyrinus,test,0.01629564964353266,0.018418601552765198,0.009232314404940255,0.02904290429042904,0.02904290429042904,-0.32649350448094705,-0.0747028985677154,-1.1193452248557463,-2.5942363848155123
EM,4,2017-12-01,N. texanus,test,0.02095154954168485,0.0098383739627433,NA,0.0098383739627433,0.0098383739627433,0.5601858095735177,0.5601858095735177,-0.579486747477468,-0.579486747477468
EM,4,2017-12-01,P. annularis,test,0.00698384984722828,0.0050959421477957245,2.4996955357644077e-4,0.00491918698137165,0.00491918698137165,0.1383897707317834,0.12506060774141373,-1.9776811494276316,-2.0789567972560907
EM,4,2017-12-01,P. vigilax,test,0.06518259857413065,0.00468619344899444,NA,NA,0.00468619344899444,4.119270615305588,4.119270615305588,1.4156761125688655,1.4156761125688655
GC,1,2018-02-01,E. gracile,test,0.00516545601291363,0.00421241480785965,0,NA,0.00421241480785965,0.06705695111902699,0.06705695111902699,-2.7022130039488825,-2.7022130039488825
GC,1,2018-02-01,F. chrysotus,test,0.01033091202582727,0.008120126407032678,0.008769979199321255,0.00309268386972069,0.00309268386972069,0.552845255268582,0.1220071852223147,-0.5926771443429685,-2.103675340718264
GC,1,2018-02-01,G. affinis,test,0.343502824858757,0.052000812286736316,0.03838787754823855,0.024139272891057648,0.024139272891057648,9.354726241148287,4.701583766740117,2.235881695925161,1.547899423600652
GC,1,2018-02-01,L. auritus,test,0.04390637610976593,0.07688715659751615,0.07285037730887575,0.00927805160916207,0.00927805160916207,1.7962564476249472,-0.3795817676544043,0.5857047478966232,-0.9686852438150241
GC,1,2018-02-01,L. cyanellus,test,0.00774818401937045,0.022078735153407112,0.027935547857444433,NA,0.022078735153407112,-0.44673055422868196,-0.44673055422868196,-0.8057996530781121,-0.8057996530781121
GC,1,2018-02-01,L. gulosus,test,0.00516545601291363,0.01894416743887005,0.014576089469722327,0.00611155179424899,0.00611155179424899,-0.05872158023121451,-0.47604448996700266,-2.8349479837434544,-0.7422439628011887
GC,1,2018-02-01,L. macrochirus,test,0.02066182405165455,0.0603230531566653,0.035186146463903396,0.019733365427222545,0.019733365427222545,0.031226153215133553,-0.5639861656269913,-3.4664992912222634,-0.572725556815077
GC,1,2018-02-01,L. megalotis,test,0.02841000807102501,0.10811190986516371,0.08142482275787585,0.027084324870393566,0.027084324870393566,0.03574780463887609,-0.6747998731467997,-3.3312664204304787,-0.3933391162967083
GC,1,2018-02-01,L. miniatus,test,0.00774818401937045,0.03905099790563688,0.01668284448073747,NA,0.03905099790563688,-0.6381687472798419,-0.6381687472798419,-0.4491525364407323,-0.4491525364407323
GC,1,2018-02-01,L. oculatus,test,0.01033091202582727,0.01594189180437306,NA,NA,0.01594189180437306,-0.2162903083883782,-0.2162903083883782,-1.5311337533682516,-1.5311337533682516
GC,1,2018-02-01,M. salmoides,test,0.00774818401937045,0.016876633484906933,0.010641796018997644,0.00309268386972069,0.00309268386972069,0.35558027643335105,-0.33964259216701126,-1.034004242478661,-1.0798614137784286
GC,1,2018-02-01,N. gyrinus,test,0.00516545601291363,0.00421241480785965,NA,NA,0.00421241480785965,0.06705695111902699,0.06705695111902699,-2.7022130039488825,-2.7022130039488825
GC,1,2018-02-01,N. texanus,test,0.03874092009685229,0.0040659830096229695,2.070858350289937e-4,NA,0.0040659830096229695,2.4651627307886788,2.4651627307886788,0.9022578218627885,0.9022578218627885
GC,2,2018-04-01,F. chrysotus,test,0.00881542699724517,0.008120126407032678,0.008769979199321255,0.00391955121138629,0.00391955121138629,0.35172655436290357,0.03837172956710915,-1.0449012394723778,-3.26043429971339
GC,2,2018-04-01,G. affinis,test,0.3085399449035813,0.052000812286736316,0.03838787754823855,0.07939764279342955,0.07939764279342955,2.563180582284805,4.137673736118547,0.9412489022876795,1.4201337304242705
GC,2,2018-04-01,L. auritus,test,0.01322314049586776,0.07688715659751615,0.07285037730887575,NA,0.07688715659751615,-0.7327206758135341,-0.7327206758135341,-0.3109907195525125,-0.3109907195525125
GC,2,2018-04-01,L. cyanellus,test,0.01322314049586776,0.022078735153407112,0.027935547857444433,0.00980392156862744,0.00980392156862744,0.17265362899926376,-0.2760580993979369,-1.7564678359678871,-1.2871439303530807
GC,2,2018-04-01,L. gulosus,test,0.00440771349862258,0.01894416743887005,0.014576089469722327,0.02155753166262463,0.02155753166262463,-0.54344612079764,-0.5022239444595666,-0.6098247111019414,-0.688709154264309
GC,2,2018-04-01,L. macrochirus,test,0.01322314049586776,0.0603230531566653,0.035186146463903396,0.04901305124092702,0.04901305124092702,-0.6064745000041291,-0.6697648999378429,-0.5000925959928441,-0.40082852379055695
GC,2,2018-04-01,L. megalotis,test,0.05509641873278237,0.10811190986516371,0.08142482275787585,0.1421205492559337,0.1421205492559337,-0.5720734703418566,-0.4488581311817217,-0.5584878511970519,-0.8010484073554182
GC,2,2018-04-01,M. salmoides,test,0.00661157024793388,0.016876633484906933,0.010641796018997644,0.02743685847970407,0.02743685847970407,-0.5562776653137271,-0.38193262719222587,-0.5864877113429864,-0.9625110545370721
GC,2,2018-04-01,N. texanus,test,0.00661157024793388,0.0040659830096229695,2.070858350289937e-4,0.00391955121138629,0.00391955121138629,0.19339840743899125,0.18097471300579535,-1.643002930541877,-1.7093979646265662
GC,2,2018-05-01,F. chrysotus,test,0.06568144499178982,0.008120126407032678,0.008769979199321255,0.00391955121138629,0.00391955121138629,4.437060709966128,3.1766510504262695,1.4899921549640014,1.155827513065541
GC,2,2018-05-01,G. affinis,test,0.1865353037766831,0.052000812286736316,0.03838787754823855,0.07939764279342955,0.07939764279342955,1.1984394401854166,2.169882724564359,0.18102024394138935,0.7746731221123817
GC,2,2018-05-01,L. cyanellus,test,0.00788177339901477,0.022078735153407112,0.027935547857444433,0.00980392156862744,0.00980392156862744,-0.0970589669804418,-0.4425661325641285,-2.3324365781645096,-0.8151653735786843
GC,2,2018-05-01,L. gulosus,test,0.01576354679802955,0.01894416743887005,0.014576089469722327,0.02155753166262463,0.02155753166262463,-0.18360069876622276,-0.1098881371370573,-1.6949919948867436,-2.208292365736723
GC,2,2018-05-01,L. macrochirus,test,0.02627257799671592,0.0603230531566653,0.035186146463903396,0.04901305124092702,0.04901305124092702,-0.3853465083744054,-0.48420075112626193,-0.9536123277193735,-0.7252556832066397
GC,2,2018-05-01,L. megalotis,test,0.0735632183908046,0.10811190986516371,0.08142482275787585,0.1421205492559337,0.1421205492559337,-0.450677644805144,-0.29250810958691487,-0.797002951569304,-1.2292628876110894
GC,2,2018-05-01,L. miniatus,test,0.00525451559934318,0.03905099790563688,0.01668284448073747,0.03135640969109037,0.03135640969109037,-0.6311450700559835,-0.6890070283852441,-0.46021953786347014,-0.37250380717109594
GC,2,2018-05-01,L. oculatus,test,0.01576354679802955,0.01594189180437306,NA,NA,0.01594189180437306,-0.0068747879949699175,-0.0068747879949699175,-4.97989447300026,-4.97989447300026
GC,2,2018-05-01,N. texanus,test,0.01839080459770115,0.0040659830096229695,2.070858350289937e-4,0.00391955121138629,0.00391955121138629,1.0396350547909385,1.0184017411565285,0.03886974271549521,0.018234477957681922
GC,2,2018-06-01,G. affinis,test,0.1701492537313433,0.052000812286736316,0.03838787754823855,0.07939764279342955,0.07939764279342955,1.0151454568842806,1.9055950573389857,0.01503190950139732,0.6447943258597548
GC,2,2018-06-01,L. auritus,test,0.02388059701492537,0.07688715659751615,0.07285037730887575,NA,0.07688715659751615,-0.6100620811903297,-0.6100620811903297,-0.4941945545500805,-0.4941945545500805
GC,2,2018-06-01,L. cyanellus,test,0.00597014925373134,0.022078735153407112,0.027935547857444433,0.00980392156862744,0.00980392156862744,-0.1935865228313874,-0.5021577634729425,-1.6420307200370294,-0.68884093879641906
GC,2,2018-06-01,L. macrochirus,test,0.03283582089552239,0.0603230531566653,0.035186146463903396,0.04901305124092702,0.04901305124092702,-0.2741297052978905,-0.3908708599427134,-1.2941539076020119,-0.9393780550281471
GC,2,2018-06-01,L. megalotis,test,0.02686567164179104,0.10811190986516371,0.08142482275787585,0.1421205492559337,0.1421205492559337,-0.7576548873764137,-0.6878750696362729,-0.2775272907160744,-0.3741480423683136
GC,2,2018-06-01,L. microlophus,test,0.00597014925373134,0.025899562579250916,0.026431195987905085,NA,0.025899562579250916,-0.5551436255392789,-0.5551436255392789,-0.5885284139592442,-0.5885284139592442
GC,2,2018-06-01,L. oculatus,test,0.00597014925373134,0.01594189180437306,NA,NA,0.01594189180437306,-0.38438763933788245,-0.38438763933788245,-0.9561037581317199,-0.9561037581317199
GC,2,2018-06-01,M. salmoides,test,0.00895522388059701,0.016876633484906933,0.010641796018997644,0.02743685847970407,0.02743685847970407,-0.4936748260842092,-0.2947322107420312,-0.705878225326851,-1.2216880951026188
GC,2,2018-06-01,N. gyrinus,test,0.06567164179104477,0.00421241480785965,NA,NA,0.00421241480785965,4.324333887946851,4.324333887946851,1.4642581141748663,1.4642581141748663
GC,3,2018-07-01,G. affinis,test,0.00418300653594771,0.052000812286736316,0.03838787754823855,0.00421241480785965,0.00421241480785965,-0.0020691960028971796,-0.771244827078147,-6.180595151550882,-0.2597494109770626
GC,3,2018-07-01,L. macrochirus,test,0.00836601307189542,0.0603230531566653,0.035186146463903396,0.09477933317684212,0.09477933317684212,-0.8247172174602596,-0.7388336790358103,-0.19271471812023053,-0.3026824455620533
GC,3,2018-07-01,L. megalotis,test,0.00627450980392156,0.10811190986516371,0.08142482275787585,0.1347972738515088,0.1347972738515088,-0.8876048604298225,-0.8622111028218873,-0.11922861201505147,-0.1482551394359775
GC,3,2018-08-01,G. affinis,test,0.5576407506702413,0.052000812286736316,0.03838787754823855,0.00421241480785965,0.00421241480785965,38.939782109112706,8.155376030318159,3.6620164043740253,2.0986773454106804
GC,3,2018-08-01,L. cyanellus,test,0.05361930294906166,0.022078735153407112,0.027935547857444433,0.01053103701964912,0.01053103701964912,2.098689213222652,0.9832235480863277,0.7413129656656426,-0.016918770563165375
GC,3,2018-08-01,L. gulosus,test,0.04289544235924933,0.01894416743887005,0.014576089469722327,0.01895586663536842,0.01895586663536842,0.8267608089698716,0.8274991834180155,-0.19023985315686784,-0.1893471585374295
GC,3,2018-08-01,L. humilis,test,0.128686327077748,0.013580543704843814,0.003550179857753141,NA,0.013580543704843814,4.8813880126631535,4.8813880126631535,1.5854296082472628,1.5854296082472628
GC,3,2018-08-01,L. macrochirus,test,0.07506702412868632,0.0603230531566653,0.035186146463903396,0.09477933317684212,0.09477933317684212,-0.18813165202040558,0.20966056378659337,-1.6706132845272252,-1.5622654189095595
GC,3,2018-08-01,L. megalotis,test,0.257372654155496,0.10811190986516371,0.08142482275787585,0.1347972738515088,0.1347972738515088,0.846530994980538,1.2637230611267567,-0.16660846262678025,0.23406217450952121
GC,3,2018-08-01,L. microlophus,test,0.07506702412868632,0.025899562579250916,0.026431195987905085,0.02316828144322807,0.02316828144322807,1.564710031006275,1.3695838616666884,0.4477005231229101,0.314506943090217
GC,3,2018-08-01,L. miniatus,test,0.02144772117962466,0.03905099790563688,0.01668284448073747,0.0336993184628772,0.0336993184628772,-0.28036128969975443,-0.35887703569001755,-1.2716761872045286,-1.024775468136189
GC,3,2018-08-01,M. salmoides,test,0.096514745308311,0.016876633484906933,0.010641796018997644,0.01053103701964912,0.01053103701964912,4.1879866178396945,2.9630984798794207,1.4322200976449462,1.0862355045829541
GC,3,2018-08-01,N. gyrinus,test,0.128686327077748,0.00421241480785965,NA,NA,0.00421241480785965,8.75811140841827,8.75811140841827,2.1699802890585485,2.1699802890585485
GC,3,2018-08-01,N. texanus,test,0.16085790884718498,0.0040659830096229695,2.070858350289937e-4,0.00421241480785965,0.00421241480785965,11.021736710970352,11.146887190912706,2.399869387584581,2.4111602832264403
GC,4,2017-10-01,G. affinis,test,0.00693519120170435,0.052000812286736316,0.03838787754823855,0.06824008403901882,0.06824008403901882,-0.7835484022069984,-0.7268553333884747,-0.24392244218671164,-0.31902781246254786
GC,4,2017-10-01,L. auritus,test,0.01040278680255653,0.07688715659751615,0.07285037730887575,0.09648010229220565,0.09648010229220565,-0.8083887377703053,-0.765180636569021,-0.21271222505601767,-0.26764334679499835
GC,4,2017-10-01,L. cyanellus,test,0.00693519120170435,0.022078735153407112,0.027935547857444433,0.03398999101267595,0.03398999101267595,-0.615021717171427,-0.4720742223558136,-0.48609769932522495,-0.7506190550053431
GC,4,2017-10-01,L. macrochirus,test,0.00173379780042608,0.0603230531566653,0.035186146463903396,0.08343741958006037,0.08343741958006037,-0.8744207850220846,-0.83314436342396,-0.13419357179152344,-0.18254834640002132
GC,4,2017-10-01,N. texanus,test,0.02774076480681743,0.0040659830096229695,2.070858350289937e-4,NA,0.0040659830096229695,1.6831231618151266,1.6831231618151266,0.5206510924569518,0.5206510924569518
GC,4,2017-11-01,E. gracile,test,0.00758293838862559,0.00421241480785965,0,0.00421241480785965,0.00421241480785965,0.23715347647339963,0.23715347647339963,-1.439047767379953,-1.439047767379953
GC,4,2017-11-01,F. chrysotus,test,0.00758293838862559,0.008120126407032678,0.008769979199321255,0.012734135273511867,0.012734135273511867,-0.2265842453611187,-0.02964593106804145,-1.4846384590139452,-3.5184303950621176
GC,4,2017-11-01,G. affinis,test,0.24265402843601896,0.052000812286736316,0.03838787754823855,0.06824008403901882,0.06824008403901882,2.229214686298379,3.075011586421887,0.8016493648390298,1.1233086691934595
GC,4,2017-11-01,L. auritus,test,0.00505529225908372,0.07688715659751615,0.07285037730887575,0.09648010229220565,0.09648010229220565,-0.8586093370029965,-0.8267259184366714,-0.15244124856760466,-0.19028205553155525
GC,4,2017-11-01,L. gulosus,test,0.01011058451816745,0.01894416743887005,0.014576089469722327,0.026624223395199775,0.026624223395199775,-0.4508938987958641,-0.30519388541263404,-0.7965232248157206,-1.18680801446246
GC,4,2017-11-01,L. macrochirus,test,0.06571879936808847,0.0603230531566653,0.035186146463903396,0.08343741958006037,0.08343741958006037,-0.18963088119947474,0.07672798562091093,-1.662675826899338,-2.5674887659599177
GC,4,2017-11-01,L. megalotis,test,0.2881516587677725,0.10811190986516371,0.08142482275787585,0.13056275227238212,0.13056275227238212,1.1211284920632103,1.5243149408738013,0.11433576023606963,0.4215450900311014
GC,4,2017-11-01,M. salmoides,test,0.00505529225908372,0.016876633484906933,0.010641796018997644,0.021661294027730392,0.021661294027730392,-0.52448904185983,-0.43983712589829027,-0.6453307439096427,-0.821350789012046
GC,4,2017-11-01,N. gyrinus,test,0.00505529225908372,0.00421241480785965,NA,0.00421241480785965,0.00421241480785965,0.0593057170522456,0.0593057170522456,-2.82504956865003,-2.82504956865003
GC,4,2017-11-01,N. texanus,test,0.01011058451816745,0.0040659830096229695,2.070858350289937e-4,NA,0.0040659830096229695,0.4297318932071213,0.4297318932071213,-0.8445937689235741,-0.8445937689235741
GC,4,2017-11-01,P. vigilax,test,0.00758293838862559,0,NA,NA,0,0.758293838862559,0.758293838862559,-0.27668431824223993,-0.27668431824223993
GC,4,2017-12-01,A. natalis,test,0.00974124809741248,0.00421241480785965,NA,0.00421241480785965,0.00421241480785965,0.38901434867319756,0.38901434867319756,-0.9441390499946133,-0.9441390499946133
GC,4,2017-12-01,E. gracile,test,0.01948249619482496,0.00421241480785965,0,0.00421241480785965,0.00421241480785965,1.074418499136456,1.074418499136456,0.07177958418779713,0.07177958418779713
GC,4,2017-12-01,F. chrysotus,test,0.01461187214611872,0.008120126407032678,0.008769979199321255,0.012734135273511867,0.012734135273511867,0.08259548252071204,0.3582616143652564,-2.4938002909833554,-1.0264917930777826
GC,4,2017-12-01,G. affinis,test,0.28249619482496197,0.052000812286736316,0.03838787754823855,0.06824008403901882,0.06824008403901882,2.738444282333494,3.7176187542874333,1.0073899789815217,1.3130833435056877
GC,4,2017-12-01,L. auritus,test,0.01461187214611872,0.07688715659751615,0.07285037730887575,0.09648010229220565,0.09648010229220565,-0.7688594242840026,-0.7167375120798659,-0.2628471294588259,-0.3330455973493502
GC,4,2017-12-01,L. cyanellus,test,0.03165905631659056,0.022078735153407112,0.027935547857444433,0.03398999101267595,0.03398999101267595,-0.052987842061929934,0.2986502153956002,-2.937692786803012,-1.2084822385732092
GC,4,2017-12-01,L. gulosus,test,0.0243531202435312,0.01894416743887005,0.014576089469722327,0.026624223395199775,0.026624223395199775,-0.06201095726076857,0.18687539781839763,-2.780444179539558,-1.677313206045351
GC,4,2017-12-01,L. macrochirus,test,0.05844748858447488,0.0603230531566653,0.035186146463903396,0.08343741958006037,0.08343741958006037,-0.26745099669809774,-0.026670693151107233,-1.3188189193410509,-3.6241899512081646
GC,4,2017-12-01,L. megalotis,test,0.11202435312024352,0.10811190986516371,0.08142482275787585,0.13056275227238212,0.13056275227238212,-0.13188699603871545,0.03312488350705905,-2.0258098136664042,-3.4074705114499633
GC,4,2017-12-01,L. microlophus,test,0.00974124809741248,0.025899562579250916,0.026431195987905085,0.0382024058205356,0.0382024058205356,-0.5904509793367586,-0.4500978095810436,-0.5268686623084659,-0.7982903652113243
GC,4,2017-12-01,L. miniatus,test,0.00974124809741248,0.03905099790563688,0.01668284448073747,0.04557413173428998,0.04557413173428998,-0.6447763108239104,-0.5975362593970012,-0.43885182726126964,-0.514940311834477
GC,4,2017-12-01,L. oculatus,test,0.00974124809741248,0.01594189180437306,NA,0.01594189180437306,0.01594189180437306,-0.2390204906303452,-0.2390204906303452,-1.4312059958706482,-1.4312059958706482
GC,4,2017-12-01,N. texanus,test,0.01948249619482496,0.0040659830096229695,2.070858350289937e-4,NA,0.0040659830096229695,1.0960139205809563,1.0960139205809563,0.09167988970516006,0.09167988970516006
MR,1,2018-02-01,A. xenica,test,0.01396160558464223,0,NA,NA,0,1.396160558464223,1.396160558464223,0.33372601095318744,0.33372601095318744
MR,1,2018-02-01,C. variegatus,test,0.4630599185573007,0,NA,NA,0,46.30599185573007,46.30599185573007,3.835271366449625,3.835271366449625
MR,1,2018-02-01,F. grandis,test,0.10005817335660266,0,NA,NA,0,10.005817335660266,10.005817335660266,2.303166657418695,2.303166657418695
MR,1,2018-02-01,G. affinis,test,0.1512507271669575,0.04365306585530675,0.05782650433766713,0.0744865412312488,0.0744865412312488,0.9085966216275422,2.0054336056363202,-0.09585404388128779,0.6958602995399952
MR,1,2018-02-01,H. cyanoguttatus,test,0.00465386852821407,0.009568517317845816,0.0033918093870884698,0.00557685604740327,0.00557685604740327,-0.05925377472709369,-0.25115080053355676,-2.82592579252204,-1.3817017213193068
MR,1,2018-02-01,L. gulosus,test,0.01163467132053519,0.007446973314950168,0.00528762602063874,0.00932260051603455,0.00932260051603455,0.11965629587911855,0.24002432570906826,-2.1231318468803035,-1.427015003655314
MR,1,2018-02-01,L. macrochirus,test,0.04421175101803373,0.010692834697487557,0.0037465957756931934,0.0093643611715782,0.0093643611715782,1.7995631013948632,1.6198320244937685,0.5875439139932029,0.48232245528416634
MR,1,2018-02-01,L. megalotis,test,0.00465386852821407,0.015064951030644817,0.016167491567942227,0.00557685604740327,0.00557685604740327,-0.05925377472709369,-0.4153641668679898,-2.82592579252204,-0.8785996330134362
MR,1,2018-02-01,L. microlophus,test,0.01163467132053519,0.008291650974603786,0.004216879516105505,0.00557685604740327,0.00557685604740327,0.3888984564469788,0.1827620891396227,-0.9444370068512516,-1.6995700312973407
MR,1,2018-02-01,L. miniatus,test,0.00698080279232111,0,NA,NA,0,0.698080279232111,0.698080279232111,-0.3594211696067585,-0.3594211696067585
MR,1,2018-02-01,L. parva,test,0.00930773705642815,0,NA,NA,0,0.930773705642815,0.930773705642815,-0.07173909715497725,-0.07173909715497725
MR,1,2018-02-01,M. cephalus,test,0.02094240837696335,0.01377622223605431,0.0063377445617602704,0.00929476007900546,0.00929476007900546,0.6036689883815473,0.3014013778035024,-0.5047292637528921,-1.1993124214547943
MR,1,2018-02-01,N. gyrinus,test,0.00465386852821407,0.00377358490566037,NA,0.00377358490566037,0.00377358490566037,0.06391100273335085,0.06391100273335085,-2.7502637456706807,-2.7502637456706807
MR,1,2018-02-01,P. latipinna,test,0.5561372891215822,0.06198658618876401,0.06433535249286297,0.00754716981132075,0.00754716981132075,31.263737982197707,6.864483080737442,3.442458895010185,1.9263607386044979
MR,1,2018-03-01,A. mitchilli,test,0.00823680823680823,0,NA,NA,0,0.823680823680823,0.823680823680823,-0.19397217401393077,-0.19397217401393077
MR,1,2018-03-01,A. rostrata,test,0.00411840411840411,0.01822091587474316,NA,NA,0.01822091587474316,-0.49971842937104527,-0.49971842937104527,-0.6937104804414475,-0.6937104804414475
MR,1,2018-03-01,B. patronus,test,0.00617760617760617,0.03584905660377358,NA,0.03584905660377358,0.03584905660377358,-0.6471550915995362,-0.6471550915995362,-0.4351693043976277,-0.4351693043976277
MR,1,2018-03-01,C. variegatus,test,0.01235521235521235,0,NA,NA,0,1.235521235521235,1.235521235521235,0.21149293409423411,0.21149293409423411
MR,1,2018-03-01,F. grandis,test,0.00411840411840411,0,NA,NA,0,0.41184041184041104,0.41184041184041104,-0.8871193545738771,-0.8871193545738771
MR,1,2018-03-01,G. affinis,test,0.02676962676962677,0.04365306585530675,0.05782650433766713,0.0744865412312488,0.0744865412312488,-0.5647871692488354,-0.3146779930752095,-0.5713063103967786,-1.1562054072101453
MR,1,2018-03-01,H. cyanoguttatus,test,0.00411840411840411,0.009568517317845816,0.0033918093870884698,0.00557685604740327,0.00557685604740327,-0.09362941562538805,-0.2785143662607176,-2.3684106753688976,-1.278285636526135
MR,1,2018-03-01,M. cephalus,test,0.00411840411840411,0.01377622223605431,0.0063377445617602704,0.00929476007900546,0.00929476007900546,-0.2682778090738593,-0.4061964942018865,-1.3157322343492548,-0.9009182605922347
MR,1,2018-03-01,P. latipinna,test,0.04736164736164736,0.06198658618876401,0.06433535249286297,0.00754716981132075,0.00754716981132075,2.268997107706786,-0.20316200005327348,0.8193379310973709,-1.593751588377757
MR,2,2018-04-01,C. variegatus,test,0.0060377358490566,0,NA,NA,0,0.60377358490566,0.60377358490566,-0.5045560107523959,-0.5045560107523959
MR,2,2018-04-01,G. affinis,test,0.01811320754716981,0.04365306585530675,0.05782650433766713,0.008612492167153155,0.008612492167153155,0.5104483211970545,-0.476018618898939,-0.6724658782410595,-0.7422983101817964
MR,2,2018-04-01,L. macrochirus,test,0.010062893081761,0.010692834697487557,0.0037465957756931934,0.013684071165237371,0.013684071165237371,-0.15289508540201507,-0.030442499780034573,-1.8780033091273722,-3.491915627808715
MR,2,2018-04-01,L. megalotis,test,0.0140880503144654,0.015064951030644817,0.016167491567942227,0.04373019809938358,0.04373019809938358,-0.5516850641438125,-0.038974770586427336,-0.5947779314939751,-3.244840750228107
MR,2,2018-04-01,M. cephalus,test,0.010062893081761,0.01377622223605431,0.0063377445617602704,0.01825768439310316,0.01825768439310316,-0.2900022237258145,-0.1561782657239134,-1.2378666880109663,-1.856757195150961
MR,2,2018-04-01,P. latipinna,test,0.02616352201257861,0.06198658618876401,0.06433535249286297,0.01622905279386947,0.01622905279386947,0.3787582150519414,-0.4976352689131524,-0.9708572324876649,-0.6978878620279959
MR,2,2018-06-01,C. variegatus,test,0.00745920745920745,0,NA,NA,0,0.745920745920745,0.745920745920745,-0.293135923134246,-0.293135923134246
MR,2,2018-06-01,G. affinis,test,0.00745920745920745,0.04365306585530675,0.05782650433766713,0.008612492167153155,0.008612492167153155,-0.061962938524750204,-0.6745906840385975,-2.7812188384000454,-0.39364916605771205
MR,2,2018-06-01,H. cyanoguttatus,test,0.00745920745920745,0.009568517317845816,0.0033918093870884698,0.008612492167153155,0.008612492167153155,-0.061962938524750204,-0.1077909902103185,-2.7812188384000454,-2.2275612027541416
MR,2,2018-06-01,L. megalotis,test,0.01118881118881118,0.015064951030644817,0.016167491567942227,0.04373019809938358,0.04373019809938358,-0.6056442756898328,-0.15464382264679494,-0.5014624690791691,-1.866630724736818
MR,2,2018-06-01,P. latipinna,test,0.01491841491841491,0.06198658618876401,0.06433535249286297,0.01622905279386947,0.01622905279386947,-0.049968936574061,-0.6538464144823651,-2.996353735140026,-0.4248827953452576
MR,3,2018-08-01,A. mitchilli,test,0.00755697248789703,0,NA,NA,0,0.755697248789703,0.755697248789703,-0.2801144475738366,-0.2801144475738366
MR,3,2018-08-01,A. natalis,test,0.00377848624394851,0,NA,NA,0,0.377848624394851,0.377848624394851,-0.9732616281337833,-0.9732616281337833
MR,3,2018-08-01,G. affinis,test,0.01700318809776833,0.04365306585530675,0.05782650433766713,0.01024734529710896,0.01024734529710896,0.33366560907241555,-0.4967074543215971,-1.0976159579531897,-0.6997540492874722
MR,3,2018-08-01,P. latipinna,test,0.00755697248789703,0.06198658618876401,0.06433535249286297,0.07787982425802815,0.07787982425802815,-0.8002161174520881,-0.7561077220433964,-0.22287344098218012,-0.27957142347787306
MR,4,2017-10-01,A. mitchilli,test,0.2695970695970696,0,NA,NA,0,26.959706959706956,26.959706959706956,3.294343416537962,3.294343416537962
MR,4,2017-10-01,G. affinis,test,0.00879120879120879,0.04365306585530675,0.05782650433766713,0.08547298303792761,0.08547298303792761,-0.8031777347551423,-0.649764491708908,-0.21917925110227587,-0.4311453021942005
MR,4,2017-11-01,A. monticola,test,0.00670859538784067,0,NA,NA,0,0.6708595387840669,0.6708595387840669,-0.39919549509456925,-0.39919549509456925
MR,4,2017-11-01,C. lutrensis,test,0.00447239692522711,0,NA,NA,0,0.447239692522711,0.447239692522711,-0.8046606032027342,-0.8046606032027342
MR,4,2017-11-01,G. affinis,test,0.5769392033542977,0.04365306585530675,0.05782650433766713,0.08547298303792761,0.08547298303792761,5.14769942949337,9.939527760392549,1.6385499021500596,2.2965195105250595
MR,4,2017-11-01,H. cyanoguttatus,test,0.00447239692522711,0.009568517317845816,0.0033918093870884698,0.01479340091041054,0.01479340091041054,-0.41628028451916527,-0.260424451676327,-0.8763964847324457,-1.3454424726093697
